"FIPS","FIPS_num","State","County","Year","Deaths","population","rate"
"ND001","38001","north dakota","adams",2012,0,2325,0
"ND001","38001","north dakota","adams",2013,0,2328,0
"ND001","38001","north dakota","adams",2014,0,2339,0
"ND001","38001","north dakota","adams",2015,0,2341,0
"ND001","38001","north dakota","adams",2016,0,2348,0
"ND001","38001","north dakota","adams",2017,0,2368,0
"ND001","38001","north dakota","adams",2018,0,2351,0
"ND001","38001","north dakota","adams",2019,0,2311,0
"ND001","38001","north dakota","adams",2020,0,2271,0
"ND001","38001","north dakota","adams",2021,0,2237,0
"ND001","38001","north dakota","adams",2022,0,2190,0
"ND001","38001","north dakota","adams",2023,0,2179,0
"ND003","38003",NA,NA,2005,0,NA,NA
"ND003","38003",NA,NA,2006,0,NA,NA
"ND003","38003",NA,NA,2007,0,NA,NA
"ND003","38003",NA,NA,2008,0,NA,NA
"ND003","38003",NA,NA,2009,0,NA,NA
"ND003","38003","north dakota","barnes",2010,0,11056,0
"ND003","38003","north dakota","barnes",2011,0,11048,0
"ND003","38003","north dakota","barnes",2012,0,11047,0
"ND003","38003","north dakota","barnes",2013,0,11085,0
"ND003","38003","north dakota","barnes",2014,0,11096,0
"ND003","38003","north dakota","barnes",2015,0,11097,0
"ND003","38003","north dakota","barnes",2016,0,11033,0
"ND003","38003","north dakota","barnes",2017,0,10971,0
"ND003","38003","north dakota","barnes",2018,0,10836,0
"ND003","38003","north dakota","barnes",2019,0,10706,0
"ND003","38003","north dakota","barnes",2020,0,10592,0
"ND003","38003","north dakota","barnes",2021,0,10869,0
"ND003","38003","north dakota","barnes",2022,0,10826,0
"ND003","38003","north dakota","barnes",2023,0,10794,0
"ND005","38005",NA,NA,2005,0,NA,NA
"ND005","38005",NA,NA,2006,0,NA,NA
"ND005","38005",NA,NA,2007,0,NA,NA
"ND005","38005",NA,NA,2008,0,NA,NA
"ND005","38005",NA,NA,2009,0,NA,NA
"ND005","38005","north dakota","benson",2010,0,6662,0
"ND005","38005","north dakota","benson",2011,0,6665,0
"ND005","38005","north dakota","benson",2012,0,6677,0
"ND005","38005","north dakota","benson",2013,0,6721,0
"ND005","38005","north dakota","benson",2014,0,6764,0
"ND005","38005","north dakota","benson",2015,0,6794,0
"ND005","38005","north dakota","benson",2016,0,6802,0
"ND005","38005","north dakota","benson",2017,0,6875,0
"ND005","38005","north dakota","benson",2018,0,6886,0
"ND005","38005","north dakota","benson",2019,0,6873,0
"ND005","38005","north dakota","benson",2020,0,6860,0
"ND005","38005","north dakota","benson",2021,0,6090,0
"ND005","38005","north dakota","benson",2022,0,5960,0
"ND005","38005","north dakota","benson",2023,0,5861,0
"ND007","38007",NA,NA,2005,0,NA,NA
"ND007","38007",NA,NA,2006,0,NA,NA
"ND007","38007",NA,NA,2007,0,NA,NA
"ND007","38007",NA,NA,2008,0,NA,NA
"ND007","38007",NA,NA,2009,0,NA,NA
"ND007","38007","north dakota","billings",2010,0,897,0
"ND007","38007","north dakota","billings",2011,0,890,0
"ND007","38007","north dakota","billings",2012,0,838,0
"ND007","38007","north dakota","billings",2013,0,876,0
"ND007","38007","north dakota","billings",2014,0,855,0
"ND007","38007","north dakota","billings",2015,0,969,0
"ND007","38007","north dakota","billings",2016,0,936,0
"ND007","38007","north dakota","billings",2017,0,983,0
"ND007","38007","north dakota","billings",2018,0,946,0
"ND007","38007","north dakota","billings",2019,0,922,0
"ND007","38007","north dakota","billings",2020,0,886,0
"ND007","38007","north dakota","billings",2021,0,839,0
"ND007","38007","north dakota","billings",2022,0,839,0
"ND007","38007","north dakota","billings",2023,0,948,0
"ND009","38009",NA,NA,2005,0,NA,NA
"ND009","38009",NA,NA,2006,0,NA,NA
"ND009","38009",NA,NA,2007,0,NA,NA
"ND009","38009",NA,NA,2008,0,NA,NA
"ND009","38009",NA,NA,2009,0,NA,NA
"ND009","38009","north dakota","bottineau",2010,0,6430,0
"ND009","38009","north dakota","bottineau",2011,0,6412,0
"ND009","38009","north dakota","bottineau",2012,0,6449,0
"ND009","38009","north dakota","bottineau",2013,0,6529,0
"ND009","38009","north dakota","bottineau",2014,0,6579,0
"ND009","38009","north dakota","bottineau",2015,0,6634,0
"ND009","38009","north dakota","bottineau",2016,0,6650,0
"ND009","38009","north dakota","bottineau",2017,0,6651,0
"ND009","38009","north dakota","bottineau",2018,0,6589,0
"ND009","38009","north dakota","bottineau",2019,0,6502,0
"ND009","38009","north dakota","bottineau",2020,0,6418,0
"ND009","38009","north dakota","bottineau",2021,0,6442,0
"ND009","38009","north dakota","bottineau",2022,0,6411,0
"ND009","38009","north dakota","bottineau",2023,0,6390,0
"ND011","38011",NA,NA,2005,0,NA,NA
"ND011","38011",NA,NA,2006,0,NA,NA
"ND011","38011",NA,NA,2007,0,NA,NA
"ND011","38011",NA,NA,2008,0,NA,NA
"ND011","38011",NA,NA,2009,0,NA,NA
"ND011","38011","north dakota","bowman",2010,0,3102,0
"ND011","38011","north dakota","bowman",2011,0,3125,0
"ND011","38011","north dakota","bowman",2012,0,3154,0
"ND011","38011","north dakota","bowman",2013,0,3168,0
"ND011","38011","north dakota","bowman",2014,0,3192,0
"ND011","38011","north dakota","bowman",2015,0,3221,0
"ND011","38011","north dakota","bowman",2016,0,3238,0
"ND011","38011","north dakota","bowman",2017,0,3226,0
"ND011","38011","north dakota","bowman",2018,0,3195,0
"ND011","38011","north dakota","bowman",2019,0,3148,0
"ND011","38011","north dakota","bowman",2020,0,3091,0
"ND011","38011","north dakota","bowman",2021,0,3024,0
"ND011","38011","north dakota","bowman",2022,0,2975,0
"ND011","38011","north dakota","bowman",2023,0,2935,0
"ND013","38013",NA,NA,2005,0,NA,NA
"ND013","38013",NA,NA,2006,0,NA,NA
"ND013","38013",NA,NA,2007,0,NA,NA
"ND013","38013",NA,NA,2008,0,NA,NA
"ND013","38013",NA,NA,2009,0,NA,NA
"ND013","38013","north dakota","burke",2010,0,1948,0
"ND013","38013","north dakota","burke",2011,0,1959,0
"ND013","38013","north dakota","burke",2012,0,2011,0
"ND013","38013","north dakota","burke",2013,0,2094,0
"ND013","38013","north dakota","burke",2014,0,2145,0
"ND013","38013","north dakota","burke",2015,0,2208,0
"ND013","38013","north dakota","burke",2016,0,2239,0
"ND013","38013","north dakota","burke",2017,0,2253,0
"ND013","38013","north dakota","burke",2018,0,2213,0
"ND013","38013","north dakota","burke",2019,0,2182,0
"ND013","38013","north dakota","burke",2020,0,2142,0
"ND013","38013","north dakota","burke",2021,0,2177,0
"ND013","38013","north dakota","burke",2022,0,2184,0
"ND013","38013","north dakota","burke",2023,0,2163,0
"ND015","38015","north dakota","burleigh",2005,0,71020,0
"ND015","38015","north dakota","burleigh",2006,0,75384,0
"ND015","38015","north dakota","burleigh",2007,0,77316,0
"ND015","38015","north dakota","burleigh",2008,0,78689,0
"ND015","38015","north dakota","burleigh",2009,0,79822,0
"ND015","38015","north dakota","burleigh",2010,0,78776,0
"ND015","38015","north dakota","burleigh",2011,0,80225,0
"ND015","38015","north dakota","burleigh",2012,0,81941,0
"ND015","38015","north dakota","burleigh",2013,0,83906,0
"ND015","38015","north dakota","burleigh",2014,0,86111,0
"ND015","38015","north dakota","burleigh",2015,0,88223,0
"ND015","38015","north dakota","burleigh",2016,0,90560,0
"ND015","38015","north dakota","burleigh",2017,0,92372,0
"ND015","38015","north dakota","burleigh",2018,0,93737,0
"ND015","38015","north dakota","burleigh",2019,0,94793,0
"ND015","38015","north dakota","burleigh",2020,0,95509,0
"ND015","38015","north dakota","burleigh",2021,0,97895,0
"ND015","38015","north dakota","burleigh",2022,11,98443,11.1739788507055
"ND015","38015","north dakota","burleigh",2023,10,98986,10.1024387287091
"ND017","38017","north dakota","cass",2005,0,126098,0
"ND017","38017","north dakota","cass",2006,0,132525,0
"ND017","38017","north dakota","cass",2007,0,137582,0
"ND017","38017","north dakota","cass",2008,0,139918,0
"ND017","38017","north dakota","cass",2009,0,143339,0
"ND017","38017","north dakota","cass",2010,0,144410,0
"ND017","38017","north dakota","cass",2011,0,147222,0
"ND017","38017","north dakota","cass",2012,0,150240,0
"ND017","38017","north dakota","cass",2013,0,154080,0
"ND017","38017","north dakota","cass",2014,0,158041,0
"ND017","38017","north dakota","cass",2015,0,162500,0
"ND017","38017","north dakota","cass",2016,16,166852,9.58933665763671
"ND017","38017","north dakota","cass",2017,0,170620,0
"ND017","38017","north dakota","cass",2018,0,174202,0
"ND017","38017","north dakota","cass",2019,0,176975,0
"ND017","38017","north dakota","cass",2020,0,179937,0
"ND017","38017","north dakota","cass",2021,20,182992,10.9294395383405
"ND017","38017","north dakota","cass",2022,18,186328,9.66038383925121
"ND017","38017","north dakota","cass",2023,19,189286,10.0377206977801
"ND019","38019",NA,NA,2005,0,NA,NA
"ND019","38019",NA,NA,2006,0,NA,NA
"ND019","38019",NA,NA,2007,0,NA,NA
"ND019","38019",NA,NA,2008,0,NA,NA
"ND019","38019",NA,NA,2009,0,NA,NA
"ND019","38019","north dakota","cavalier",2010,0,4046,0
"ND019","38019","north dakota","cavalier",2011,0,3994,0
"ND019","38019","north dakota","cavalier",2012,0,3974,0
"ND019","38019","north dakota","cavalier",2013,0,3952,0
"ND019","38019","north dakota","cavalier",2014,0,3922,0
"ND019","38019","north dakota","cavalier",2015,0,3890,0
"ND019","38019","north dakota","cavalier",2016,0,3867,0
"ND019","38019","north dakota","cavalier",2017,0,3817,0
"ND019","38019","north dakota","cavalier",2018,0,3824,0
"ND019","38019","north dakota","cavalier",2019,0,3803,0
"ND019","38019","north dakota","cavalier",2020,0,3769,0
"ND019","38019","north dakota","cavalier",2021,0,3725,0
"ND019","38019","north dakota","cavalier",2022,0,3691,0
"ND019","38019","north dakota","cavalier",2023,0,3663,0
"ND021","38021",NA,NA,2005,0,NA,NA
"ND021","38021",NA,NA,2006,0,NA,NA
"ND021","38021",NA,NA,2007,0,NA,NA
"ND021","38021",NA,NA,2008,0,NA,NA
"ND021","38021",NA,NA,2009,0,NA,NA
"ND021","38021","north dakota","dickey",2010,0,5340,0
"ND021","38021","north dakota","dickey",2011,0,5319,0
"ND021","38021","north dakota","dickey",2012,0,5280,0
"ND021","38021","north dakota","dickey",2013,0,5264,0
"ND021","38021","north dakota","dickey",2014,0,5234,0
"ND021","38021","north dakota","dickey",2015,0,5195,0
"ND021","38021","north dakota","dickey",2016,0,5160,0
"ND021","38021","north dakota","dickey",2017,0,5041,0
"ND021","38021","north dakota","dickey",2018,0,4970,0
"ND021","38021","north dakota","dickey",2019,0,4938,0
"ND021","38021","north dakota","dickey",2020,0,4857,0
"ND021","38021","north dakota","dickey",2021,0,5013,0
"ND021","38021","north dakota","dickey",2022,0,5003,0
"ND021","38021","north dakota","dickey",2023,0,4959,0
"ND023","38023",NA,NA,2005,0,NA,NA
"ND023","38023",NA,NA,2006,0,NA,NA
"ND023","38023",NA,NA,2007,0,NA,NA
"ND023","38023",NA,NA,2008,0,NA,NA
"ND023","38023",NA,NA,2009,0,NA,NA
"ND023","38023","north dakota","divide",2010,0,2050,0
"ND023","38023","north dakota","divide",2011,0,2058,0
"ND023","38023","north dakota","divide",2012,0,2095,0
"ND023","38023","north dakota","divide",2013,0,2155,0
"ND023","38023","north dakota","divide",2014,0,2239,0
"ND023","38023","north dakota","divide",2015,0,2314,0
"ND023","38023","north dakota","divide",2016,0,2369,0
"ND023","38023","north dakota","divide",2017,0,2378,0
"ND023","38023","north dakota","divide",2018,0,2369,0
"ND023","38023","north dakota","divide",2019,0,2335,0
"ND023","38023","north dakota","divide",2020,0,2289,0
"ND023","38023","north dakota","divide",2021,0,2196,0
"ND023","38023","north dakota","divide",2022,0,2195,0
"ND023","38023","north dakota","divide",2023,0,2174,0
"ND025","38025",NA,NA,2005,0,NA,NA
"ND025","38025",NA,NA,2006,0,NA,NA
"ND025","38025",NA,NA,2007,0,NA,NA
"ND025","38025",NA,NA,2008,0,NA,NA
"ND025","38025",NA,NA,2009,0,NA,NA
"ND025","38025","north dakota","dunn",2010,0,3477,0
"ND025","38025","north dakota","dunn",2011,0,3535,0
"ND025","38025","north dakota","dunn",2012,0,3648,0
"ND025","38025","north dakota","dunn",2013,0,3786,0
"ND025","38025","north dakota","dunn",2014,0,3965,0
"ND025","38025","north dakota","dunn",2015,0,4195,0
"ND025","38025","north dakota","dunn",2016,0,4284,0
"ND025","38025","north dakota","dunn",2017,0,4349,0
"ND025","38025","north dakota","dunn",2018,0,4387,0
"ND025","38025","north dakota","dunn",2019,0,4395,0
"ND025","38025","north dakota","dunn",2020,0,4362,0
"ND025","38025","north dakota","dunn",2021,0,4054,0
"ND025","38025","north dakota","dunn",2022,0,4049,0
"ND025","38025","north dakota","dunn",2023,0,4043,0
"ND027","38027",NA,NA,2005,0,NA,NA
"ND027","38027",NA,NA,2006,0,NA,NA
"ND027","38027",NA,NA,2007,0,NA,NA
"ND027","38027",NA,NA,2008,0,NA,NA
"ND027","38027",NA,NA,2009,0,NA,NA
"ND027","38027","north dakota","eddy",2010,0,2455,0
"ND027","38027","north dakota","eddy",2011,0,2426,0
"ND027","38027","north dakota","eddy",2012,0,2393,0
"ND027","38027","north dakota","eddy",2013,0,2382,0
"ND027","38027","north dakota","eddy",2014,0,2379,0
"ND027","38027","north dakota","eddy",2015,0,2370,0
"ND027","38027","north dakota","eddy",2016,0,2370,0
"ND027","38027","north dakota","eddy",2017,0,2321,0
"ND027","38027","north dakota","eddy",2018,0,2313,0
"ND027","38027","north dakota","eddy",2019,0,2301,0
"ND027","38027","north dakota","eddy",2020,0,2262,0
"ND027","38027","north dakota","eddy",2021,0,2378,0
"ND027","38027","north dakota","eddy",2022,0,2345,0
"ND027","38027","north dakota","eddy",2023,0,2319,0
"ND029","38029",NA,NA,2005,0,NA,NA
"ND029","38029",NA,NA,2006,0,NA,NA
"ND029","38029",NA,NA,2007,0,NA,NA
"ND029","38029",NA,NA,2008,0,NA,NA
"ND029","38029",NA,NA,2009,0,NA,NA
"ND029","38029","north dakota","emmons",2010,0,3617,0
"ND029","38029","north dakota","emmons",2011,0,3578,0
"ND029","38029","north dakota","emmons",2012,0,3544,0
"ND029","38029","north dakota","emmons",2013,0,3521,0
"ND029","38029","north dakota","emmons",2014,0,3491,0
"ND029","38029","north dakota","emmons",2015,0,3463,0
"ND029","38029","north dakota","emmons",2016,0,3426,0
"ND029","38029","north dakota","emmons",2017,0,3389,0
"ND029","38029","north dakota","emmons",2018,0,3352,0
"ND029","38029","north dakota","emmons",2019,0,3310,0
"ND029","38029","north dakota","emmons",2020,0,3262,0
"ND029","38029","north dakota","emmons",2021,0,3316,0
"ND029","38029","north dakota","emmons",2022,0,3297,0
"ND029","38029","north dakota","emmons",2023,0,3269,0
"ND031","38031",NA,NA,2005,0,NA,NA
"ND031","38031",NA,NA,2006,0,NA,NA
"ND031","38031",NA,NA,2007,0,NA,NA
"ND031","38031",NA,NA,2008,0,NA,NA
"ND031","38031",NA,NA,2009,0,NA,NA
"ND031","38031","north dakota","foster",2010,0,3434,0
"ND031","38031","north dakota","foster",2011,0,3389,0
"ND031","38031","north dakota","foster",2012,0,3368,0
"ND031","38031","north dakota","foster",2013,0,3355,0
"ND031","38031","north dakota","foster",2014,0,3364,0
"ND031","38031","north dakota","foster",2015,0,3366,0
"ND031","38031","north dakota","foster",2016,0,3345,0
"ND031","38031","north dakota","foster",2017,0,3318,0
"ND031","38031","north dakota","foster",2018,0,3290,0
"ND031","38031","north dakota","foster",2019,0,3260,0
"ND031","38031","north dakota","foster",2020,0,3231,0
"ND031","38031","north dakota","foster",2021,0,3396,0
"ND031","38031","north dakota","foster",2022,0,3388,0
"ND031","38031","north dakota","foster",2023,0,3372,0
"ND033","38033",NA,NA,2005,0,NA,NA
"ND033","38033",NA,NA,2006,0,NA,NA
"ND033","38033",NA,NA,2007,0,NA,NA
"ND033","38033",NA,NA,2008,0,NA,NA
"ND033","38033",NA,NA,2009,0,NA,NA
"ND033","38033","north dakota","golden valley",2010,0,1539,0
"ND033","38033","north dakota","golden valley",2011,0,1576,0
"ND033","38033","north dakota","golden valley",2012,0,1646,0
"ND033","38033","north dakota","golden valley",2013,0,1698,0
"ND033","38033","north dakota","golden valley",2014,0,1812,0
"ND033","38033","north dakota","golden valley",2015,0,1822,0
"ND033","38033","north dakota","golden valley",2016,0,1895,0
"ND033","38033","north dakota","golden valley",2017,0,1892,0
"ND033","38033","north dakota","golden valley",2018,0,1882,0
"ND033","38033","north dakota","golden valley",2019,0,1845,0
"ND033","38033","north dakota","golden valley",2020,0,1796,0
"ND033","38033","north dakota","golden valley",2021,0,1812,0
"ND033","38033","north dakota","golden valley",2022,0,1734,0
"ND033","38033","north dakota","golden valley",2023,0,1679,0
"ND035","38035","north dakota","grand forks",2005,0,59320,0
"ND035","38035","north dakota","grand forks",2006,0,65435,0
"ND035","38035","north dakota","grand forks",2007,0,66983,0
"ND035","38035","north dakota","grand forks",2008,0,66585,0
"ND035","38035","north dakota","grand forks",2009,0,66414,0
"ND035","38035","north dakota","grand forks",2010,0,66771,0
"ND035","38035","north dakota","grand forks",2011,0,66662,0
"ND035","38035","north dakota","grand forks",2012,0,66890,0
"ND035","38035","north dakota","grand forks",2013,0,67357,0
"ND035","38035","north dakota","grand forks",2014,0,68144,0
"ND035","38035","north dakota","grand forks",2015,0,68979,0
"ND035","38035","north dakota","grand forks",2016,0,69793,0
"ND035","38035","north dakota","grand forks",2017,0,70130,0
"ND035","38035","north dakota","grand forks",2018,0,70400,0
"ND035","38035","north dakota","grand forks",2019,0,70224,0
"ND035","38035","north dakota","grand forks",2020,0,70243,0
"ND035","38035","north dakota","grand forks",2021,0,73101,0
"ND035","38035","north dakota","grand forks",2022,0,72927,0
"ND035","38035","north dakota","grand forks",2023,0,72764,0
"ND037","38037",NA,NA,2005,0,NA,NA
"ND037","38037",NA,NA,2006,0,NA,NA
"ND037","38037",NA,NA,2007,0,NA,NA
"ND037","38037",NA,NA,2008,0,NA,NA
"ND037","38037",NA,NA,2009,0,NA,NA
"ND037","38037","north dakota","grant",2010,0,2486,0
"ND037","38037","north dakota","grant",2011,0,2458,0
"ND037","38037","north dakota","grant",2012,0,2380,0
"ND037","38037","north dakota","grant",2013,0,2372,0
"ND037","38037","north dakota","grant",2014,0,2363,0
"ND037","38037","north dakota","grant",2015,0,2362,0
"ND037","38037","north dakota","grant",2016,0,2369,0
"ND037","38037","north dakota","grant",2017,0,2387,0
"ND037","38037","north dakota","grant",2018,0,2380,0
"ND037","38037","north dakota","grant",2019,0,2353,0
"ND037","38037","north dakota","grant",2020,0,2318,0
"ND037","38037","north dakota","grant",2021,0,2351,0
"ND037","38037","north dakota","grant",2022,0,2320,0
"ND037","38037","north dakota","grant",2023,0,2276,0
"ND039","38039",NA,NA,2005,0,NA,NA
"ND039","38039",NA,NA,2006,0,NA,NA
"ND039","38039",NA,NA,2007,0,NA,NA
"ND039","38039",NA,NA,2008,0,NA,NA
"ND039","38039",NA,NA,2009,0,NA,NA
"ND039","38039","north dakota","griggs",2010,0,2426,0
"ND039","38039","north dakota","griggs",2011,0,2408,0
"ND039","38039","north dakota","griggs",2012,0,2393,0
"ND039","38039","north dakota","griggs",2013,0,2370,0
"ND039","38039","north dakota","griggs",2014,0,2348,0
"ND039","38039","north dakota","griggs",2015,0,2329,0
"ND039","38039","north dakota","griggs",2016,0,2311,0
"ND039","38039","north dakota","griggs",2017,0,2276,0
"ND039","38039","north dakota","griggs",2018,0,2266,0
"ND039","38039","north dakota","griggs",2019,0,2409,0
"ND039","38039","north dakota","griggs",2020,0,2314,0
"ND039","38039","north dakota","griggs",2021,0,2242,0
"ND039","38039","north dakota","griggs",2022,0,2309,0
"ND039","38039","north dakota","griggs",2023,0,2340,0
"ND041","38041",NA,NA,2005,0,NA,NA
"ND041","38041",NA,NA,2006,0,NA,NA
"ND041","38041",NA,NA,2007,0,NA,NA
"ND041","38041",NA,NA,2008,0,NA,NA
"ND041","38041",NA,NA,2009,0,NA,NA
"ND041","38041","north dakota","hettinger",2010,0,2506,0
"ND041","38041","north dakota","hettinger",2011,0,2495,0
"ND041","38041","north dakota","hettinger",2012,0,2502,0
"ND041","38041","north dakota","hettinger",2013,0,2539,0
"ND041","38041","north dakota","hettinger",2014,0,2575,0
"ND041","38041","north dakota","hettinger",2015,0,2621,0
"ND041","38041","north dakota","hettinger",2016,0,2639,0
"ND041","38041","north dakota","hettinger",2017,0,2601,0
"ND041","38041","north dakota","hettinger",2018,0,2576,0
"ND041","38041","north dakota","hettinger",2019,0,2547,0
"ND041","38041","north dakota","hettinger",2020,0,2510,0
"ND041","38041","north dakota","hettinger",2021,0,2502,0
"ND041","38041","north dakota","hettinger",2022,0,2477,0
"ND041","38041","north dakota","hettinger",2023,0,2453,0
"ND043","38043",NA,NA,2005,0,NA,NA
"ND043","38043",NA,NA,2006,0,NA,NA
"ND043","38043",NA,NA,2007,0,NA,NA
"ND043","38043",NA,NA,2008,0,NA,NA
"ND043","38043",NA,NA,2009,0,NA,NA
"ND043","38043","north dakota","kidder",2010,0,2521,0
"ND043","38043","north dakota","kidder",2011,0,2499,0
"ND043","38043","north dakota","kidder",2012,0,2426,0
"ND043","38043","north dakota","kidder",2013,0,2429,0
"ND043","38043","north dakota","kidder",2014,0,2434,0
"ND043","38043","north dakota","kidder",2015,0,2430,0
"ND043","38043","north dakota","kidder",2016,0,2419,0
"ND043","38043","north dakota","kidder",2017,0,2457,0
"ND043","38043","north dakota","kidder",2018,0,2460,0
"ND043","38043","north dakota","kidder",2019,0,2466,0
"ND043","38043","north dakota","kidder",2020,0,2468,0
"ND043","38043","north dakota","kidder",2021,0,2397,0
"ND043","38043","north dakota","kidder",2022,0,2391,0
"ND043","38043","north dakota","kidder",2023,0,2374,0
"ND045","38045",NA,NA,2005,0,NA,NA
"ND045","38045",NA,NA,2006,0,NA,NA
"ND045","38045",NA,NA,2007,0,NA,NA
"ND045","38045",NA,NA,2008,0,NA,NA
"ND045","38045",NA,NA,2009,0,NA,NA
"ND045","38045","north dakota","lamoure",2010,0,4233,0
"ND045","38045","north dakota","lamoure",2011,0,4184,0
"ND045","38045","north dakota","lamoure",2012,0,4141,0
"ND045","38045","north dakota","lamoure",2013,0,4136,0
"ND045","38045","north dakota","lamoure",2014,0,4127,0
"ND045","38045","north dakota","lamoure",2015,0,4113,0
"ND045","38045","north dakota","lamoure",2016,0,4111,0
"ND045","38045","north dakota","lamoure",2017,0,4106,0
"ND045","38045","north dakota","lamoure",2018,0,4100,0
"ND045","38045","north dakota","lamoure",2019,0,4125,0
"ND045","38045","north dakota","lamoure",2020,0,4225,0
"ND045","38045","north dakota","lamoure",2021,0,4173,0
"ND045","38045","north dakota","lamoure",2022,0,4135,0
"ND045","38045","north dakota","lamoure",2023,0,4107,0
"ND047","38047",NA,NA,2005,0,NA,NA
"ND047","38047",NA,NA,2006,0,NA,NA
"ND047","38047",NA,NA,2007,0,NA,NA
"ND047","38047",NA,NA,2008,0,NA,NA
"ND047","38047",NA,NA,2009,0,NA,NA
"ND047","38047","north dakota","logan",2010,0,2001,0
"ND047","38047","north dakota","logan",2011,0,1996,0
"ND047","38047","north dakota","logan",2012,0,1972,0
"ND047","38047","north dakota","logan",2013,0,1966,0
"ND047","38047","north dakota","logan",2014,0,1955,0
"ND047","38047","north dakota","logan",2015,0,1945,0
"ND047","38047","north dakota","logan",2016,0,1939,0
"ND047","38047","north dakota","logan",2017,0,1932,0
"ND047","38047","north dakota","logan",2018,0,1927,0
"ND047","38047","north dakota","logan",2019,0,1872,0
"ND047","38047","north dakota","logan",2020,0,1743,0
"ND047","38047","north dakota","logan",2021,0,1814,0
"ND047","38047","north dakota","logan",2022,0,1849,0
"ND047","38047","north dakota","logan",2023,0,1848,0
"ND049","38049",NA,NA,2005,0,NA,NA
"ND049","38049",NA,NA,2006,0,NA,NA
"ND049","38049",NA,NA,2007,0,NA,NA
"ND049","38049",NA,NA,2008,0,NA,NA
"ND049","38049",NA,NA,2009,0,NA,NA
"ND049","38049","north dakota","mchenry",2010,0,5400,0
"ND049","38049","north dakota","mchenry",2011,0,5400,0
"ND049","38049","north dakota","mchenry",2012,0,5478,0
"ND049","38049","north dakota","mchenry",2013,0,5593,0
"ND049","38049","north dakota","mchenry",2014,0,5711,0
"ND049","38049","north dakota","mchenry",2015,0,5817,0
"ND049","38049","north dakota","mchenry",2016,0,5912,0
"ND049","38049","north dakota","mchenry",2017,0,5951,0
"ND049","38049","north dakota","mchenry",2018,0,5927,0
"ND049","38049","north dakota","mchenry",2019,0,5878,0
"ND049","38049","north dakota","mchenry",2020,0,5825,0
"ND049","38049","north dakota","mchenry",2021,0,5420,0
"ND049","38049","north dakota","mchenry",2022,0,5326,0
"ND049","38049","north dakota","mchenry",2023,0,5264,0
"ND051","38051",NA,NA,2005,0,NA,NA
"ND051","38051",NA,NA,2006,0,NA,NA
"ND051","38051",NA,NA,2007,0,NA,NA
"ND051","38051",NA,NA,2008,0,NA,NA
"ND051","38051",NA,NA,2009,0,NA,NA
"ND051","38051","north dakota","mcintosh",2010,0,2917,0
"ND051","38051","north dakota","mcintosh",2011,0,2857,0
"ND051","38051","north dakota","mcintosh",2012,0,2813,0
"ND051","38051","north dakota","mcintosh",2013,0,2791,0
"ND051","38051","north dakota","mcintosh",2014,0,2788,0
"ND051","38051","north dakota","mcintosh",2015,0,2759,0
"ND051","38051","north dakota","mcintosh",2016,0,2737,0
"ND051","38051","north dakota","mcintosh",2017,0,2680,0
"ND051","38051","north dakota","mcintosh",2018,0,2654,0
"ND051","38051","north dakota","mcintosh",2019,0,2597,0
"ND051","38051","north dakota","mcintosh",2020,0,2535,0
"ND051","38051","north dakota","mcintosh",2021,0,2568,0
"ND051","38051","north dakota","mcintosh",2022,0,2529,0
"ND051","38051","north dakota","mcintosh",2023,0,2512,0
"ND053","38053",NA,NA,2005,0,NA,NA
"ND053","38053",NA,NA,2006,0,NA,NA
"ND053","38053",NA,NA,2007,0,NA,NA
"ND053","38053",NA,NA,2008,0,NA,NA
"ND053","38053",NA,NA,2009,0,NA,NA
"ND053","38053","north dakota","mckenzie",2010,0,6004,0
"ND053","38053","north dakota","mckenzie",2011,0,6262,0
"ND053","38053","north dakota","mckenzie",2012,0,6692,0
"ND053","38053","north dakota","mckenzie",2013,0,7377,0
"ND053","38053","north dakota","mckenzie",2014,0,8333,0
"ND053","38053","north dakota","mckenzie",2015,0,9615,0
"ND053","38053","north dakota","mckenzie",2016,0,10718,0
"ND053","38053","north dakota","mckenzie",2017,0,11679,0
"ND053","38053","north dakota","mckenzie",2018,0,12536,0
"ND053","38053","north dakota","mckenzie",2019,0,13334,0
"ND053","38053","north dakota","mckenzie",2020,0,13836,0
"ND053","38053","north dakota","mckenzie",2021,0,13762,0
"ND053","38053","north dakota","mckenzie",2022,0,14081,0
"ND053","38053","north dakota","mckenzie",2023,0,14280,0
"ND055","38055",NA,NA,2005,0,NA,NA
"ND055","38055",NA,NA,2006,0,NA,NA
"ND055","38055",NA,NA,2007,0,NA,NA
"ND055","38055",NA,NA,2008,0,NA,NA
"ND055","38055",NA,NA,2009,0,NA,NA
"ND055","38055","north dakota","mclean",2010,0,8861,0
"ND055","38055","north dakota","mclean",2011,0,8923,0
"ND055","38055","north dakota","mclean",2012,0,9020,0
"ND055","38055","north dakota","mclean",2013,0,9163,0
"ND055","38055","north dakota","mclean",2014,0,9299,0
"ND055","38055","north dakota","mclean",2015,0,9451,0
"ND055","38055","north dakota","mclean",2016,0,9576,0
"ND055","38055","north dakota","mclean",2017,0,9607,0
"ND055","38055","north dakota","mclean",2018,0,9608,0
"ND055","38055","north dakota","mclean",2019,0,9584,0
"ND055","38055","north dakota","mclean",2020,0,9531,0
"ND055","38055","north dakota","mclean",2021,0,9788,0
