"FIPS","State","County","Year","population"
"PA087","pennsylvania","mifflin","2020",46179
"PA089","pennsylvania","monroe","2020",168824
"PA091","pennsylvania","montgomery","2020",827180
"PA093","pennsylvania","montour","2020",18178
"PA095","pennsylvania","northampton","2020",304233
"PA097","pennsylvania","northumberland","2020",91234
"PA099","pennsylvania","perry","2020",46133
"PA101","pennsylvania","philadelphia","2020",1581531
"PA103","pennsylvania","pike","2020",55660
"PA105","pennsylvania","potter","2020",16685
"PA107","pennsylvania","schuylkill","2020",141935
"PA109","pennsylvania","snyder","2020",40452
"PA111","pennsylvania","somerset","2020",73844
"PA113","pennsylvania","sullivan","2020",6038
"PA115","pennsylvania","susquehanna","2020",40604
"PA117","pennsylvania","tioga","2020",40759
"PA119","pennsylvania","union","2020",44831
"PA121","pennsylvania","venango","2020",51355
"PA123","pennsylvania","warren","2020",39466
"PA125","pennsylvania","washington","2020",207081
"PA127","pennsylvania","wayne","2020",51268
"PA129","pennsylvania","westmoreland","2020",350722
"PA131","pennsylvania","wyoming","2020",27078
"PA133","pennsylvania","york","2020",447628
"RI001","rhode island","bristol","2020",48645
"RI003","rhode island","kent","2020",164122
"RI005","rhode island","newport","2020",82731
"RI007","rhode island","providence","2020",636161
"RI009","rhode island","washington","2020",126139
"SC001","south carolina","abbeville","2020",24582
"SC003","south carolina","aiken","2020",169947
"SC005","south carolina","allendale","2020",8789
"SC007","south carolina","anderson","2020",200183
"SC009","south carolina","bamberg","2020",14236
"SC011","south carolina","barnwell","2020",21170
"SC013","south carolina","beaufort","2020",189732
"SC015","south carolina","berkeley","2020",222103
"SC017","south carolina","calhoun","2020",14608
"SC019","south carolina","charleston","2020",407543
"SC021","south carolina","cherokee","2020",57110
"SC023","south carolina","chester","2020",32260
"SC025","south carolina","chesterfield","2020",45833
"SC027","south carolina","clarendon","2020",33865
"SC029","south carolina","colleton","2020",37624
"SC031","south carolina","darlington","2020",66858
"SC033","south carolina","dillon","2020",30473
"SC035","south carolina","dorchester","2020",161309
"SC037","south carolina","edgefield","2020",27021
"SC039","south carolina","fairfield","2020",22406
"SC041","south carolina","florence","2020",138237
"SC043","south carolina","georgetown","2020",62150
"SC045","south carolina","greenville","2020",516126
"SC047","south carolina","greenwood","2020",70672
"SC049","south carolina","hampton","2020",19223
"SC051","south carolina","horry","2020",344186
"SC053","south carolina","jasper","2020",29558
"SC055","south carolina","kershaw","2020",65926
"SC057","south carolina","lancaster","2020",95378
"SC059","south carolina","laurens","2020",66990
"SC061","south carolina","lee","2020",17144
"SC063","south carolina","lexington","2020",295033
"SC065","south carolina","mccormick","2020",9495
"SC067","south carolina","marion","2020",30954
"SC069","south carolina","marlboro","2020",26376
"SC071","south carolina","newberry","2020",38329
"SC073","south carolina","oconee","2020",78314
"SC075","south carolina","orangeburg","2020",86953
"SC077","south carolina","pickens","2020",125381
"SC079","south carolina","richland","2020",414660
"SC081","south carolina","saluda","2020",20292
"SC083","south carolina","spartanburg","2020",313791
"SC085","south carolina","sumter","2020",106675
"SC087","south carolina","union","2020",27325
"SC089","south carolina","williamsburg","2020",30810
"SC091","south carolina","york","2020",273887
"SD003","south dakota","aurora","2020",2757
"SD005","south dakota","beadle","2020",18338
"SD007","south dakota","bennett","2020",3430
"SD009","south dakota","bon homme","2020",6914
"SD011","south dakota","brookings","2020",35115
"SD013","south dakota","brown","2020",38988
"SD015","south dakota","brule","2020",5233
"SD017","south dakota","buffalo","2020",2005
"SD019","south dakota","butte","2020",10295
"SD021","south dakota","campbell","2020",1458
"SD023","south dakota","charles mix","2020",9324
"SD025","south dakota","clark","2020",3715
"SD027","south dakota","clay","2020",14076
"SD029","south dakota","codington","2020",28133
"SD031","south dakota","corson","2020",4106
"SD033","south dakota","custer","2020",8826
"SD035","south dakota","davison","2020",19890
"SD037","south dakota","day","2020",5452
"SD039","south dakota","deuel","2020",4309
"SD041","south dakota","dewey","2020",5841
"SD043","south dakota","douglas","2020",2913
"SD045","south dakota","edmunds","2020",3876
"SD047","south dakota","fall river","2020",6721
"SD049","south dakota","faulk","2020",2315
"SD051","south dakota","grant","2020",7125
"SD053","south dakota","gregory","2020",4193
"SD055","south dakota","haakon","2020",1935
"SD057","south dakota","hamlin","2020",6104
"SD059","south dakota","hand","2020",3064
"SD061","south dakota","hanson","2020",3423
"SD063","south dakota","harding","2020",1178
"SD065","south dakota","hughes","2020",17560
"SD067","south dakota","hutchinson","2020",7308
"SD069","south dakota","hyde","2020",1446
"SD071","south dakota","jackson","2020",3296
"SD073","south dakota","jerauld","2020",2009
"SD075","south dakota","jones","2020",873
"SD077","south dakota","kingsbury","2020",4936
"SD079","south dakota","lake","2020",12747
"SD081","south dakota","lawrence","2020",25806
"SD083","south dakota","lincoln","2020",58887
"SD085","south dakota","lyman","2020",3831
"SD087","south dakota","mccook","2020",5543
"SD089","south dakota","mcpherson","2020",2316
"SD091","south dakota","marshall","2020",4881
"SD093","south dakota","meade","2020",28149
"SD095","south dakota","mellette","2020",2065
"SD097","south dakota","miner","2020",2213
"SD099","south dakota","minnehaha","2020",191682
"SD101","south dakota","moody","2020",6508
"SD102","south dakota","oglala lakota","2020",14277
"SD103","south dakota","pennington","2020",112504
"SD105","south dakota","perkins","2020",2996
"SD107","south dakota","potter","2020",2311
"SD109","south dakota","roberts","2020",10310
"SD111","south dakota","sanborn","2020",2372
"SD115","south dakota","spink","2020",6438
"SD117","south dakota","stanley","2020",3058
"SD119","south dakota","sully","2020",1278
"SD121","south dakota","todd","2020",10308
"SD123","south dakota","tripp","2020",5448
"SD125","south dakota","turner","2020",8325
"SD127","south dakota","union","2020",15659
"SD129","south dakota","walworth","2020",5431
"SD135","south dakota","yankton","2020",22746
"SD137","south dakota","ziebach","2020",2767
"TN001","tennessee","anderson","2020",76513
"TN003","tennessee","bedford","2020",48937
"TN005","tennessee","benton","2020",16133
"TN007","tennessee","bledsoe","2020",14961
"TN009","tennessee","blount","2020",131641
"TN011","tennessee","bradley","2020",106924
"TN013","tennessee","campbell","2020",39818
"TN015","tennessee","cannon","2020",14374
"TN017","tennessee","carroll","2020",27841
"TN019","tennessee","carter","2020",56452
"TN021","tennessee","cheatham","2020",40539
"TN023","tennessee","chester","2020",17260
"TN025","tennessee","claiborne","2020",31827
"TN027","tennessee","clay","2020",7640
"TN029","tennessee","cocke","2020",35797
"TN031","tennessee","coffee","2020",56024
"TN033","tennessee","crockett","2020",14310
"TN035","tennessee","cumberland","2020",60016
"TN037","tennessee","davidson","2020",690540
"TN039","tennessee","decatur","2020",11663
"TN041","tennessee","dekalb","2020",20104
"TN043","tennessee","dickson","2020",53289
"TN045","tennessee","dyer","2020",37201
"TN047","tennessee","fayette","2020",40612
"TN049","tennessee","fentress","2020",18405
"TN051","tennessee","franklin","2020",41999
"TN053","tennessee","gibson","2020",49193
"TN055","tennessee","giles","2020",29403
"TN057","tennessee","grainger","2020",23268
"TN059","tennessee","greene","2020",69077
"TN061","tennessee","grundy","2020",13371
"TN063","tennessee","hamblen","2020",64479
"TN065","tennessee","hamilton","2020",364718
"TN067","tennessee","hancock","2020",6568
"TN069","tennessee","hardeman","2020",25247
"TN071","tennessee","hardin","2020",25665
"TN073","tennessee","hawkins","2020",56735
"TN075","tennessee","haywood","2020",17391
"TN077","tennessee","henderson","2020",27956
"TN079","tennessee","henry","2020",32251
"TN081","tennessee","hickman","2020",25017
"TN083","tennessee","houston","2020",8201
"TN085","tennessee","humphreys","2020",18528
"TN087","tennessee","jackson","2020",11767
"TN089","tennessee","jefferson","2020",54162
"TN091","tennessee","johnson","2020",17755
"TN093","tennessee","knox","2020",466184
"TN095","tennessee","lake","2020",7273
"TN097","tennessee","lauderdale","2020",25689
"TN099","tennessee","lawrence","2020",43780
"TN101","tennessee","lewis","2020",12131
"TN103","tennessee","lincoln","2020",34158
"TN105","tennessee","loudon","2020",53169
"TN107","tennessee","mcminn","2020",53392
"TN109","tennessee","mcnairy","2020",25814
"TN111","tennessee","macon","2020",24208
"TN113","tennessee","madison","2020",97838
"TN115","tennessee","marion","2020",28639
"TN117","tennessee","marshall","2020",33708
"TN119","tennessee","maury","2020",94615
"TN121","tennessee","meigs","2020",12237
"TN123","tennessee","monroe","2020",46413
"TN125","tennessee","montgomery","2020",204992
"TN127","tennessee","moore","2020",6396
"TN129","tennessee","morgan","2020",21538
"TN131","tennessee","obion","2020",30343
"TN133","tennessee","overton","2020",22171
"TN135","tennessee","perry","2020",8020
"TN137","tennessee","pickett","2020",5068
"TN139","tennessee","polk","2020",16807
"TN141","tennessee","putnam","2020",78542
"TN143","tennessee","rhea","2020",32964
"TN145","tennessee","roane","2020",53331
"TN147","tennessee","robertson","2020",70982
"TN149","tennessee","rutherford","2020",324139
"TN151","tennessee","scott","2020",22020
"TN153","tennessee","sequatchie","2020",14936
"TN155","tennessee","sevier","2020",98007
"TN157","tennessee","shelby","2020",936611
"TN159","tennessee","smith","2020",19926
"TN161","tennessee","stewart","2020",13553
"TN163","tennessee","sullivan","2020",157707
"TN165","tennessee","sumner","2020",187680
"TN167","tennessee","tipton","2020",61562
"TN169","tennessee","trousdale","2020",10910
"TN171","tennessee","unicoi","2020",17821
"TN173","tennessee","union","2020",19678
"TN175","tennessee","van buren","2020",5813
"TN177","tennessee","warren","2020",40971
"TN179","tennessee","washington","2020",128874
"TN181","tennessee","wayne","2020",16638
"TN183","tennessee","weakley","2020",33377
"TN185","tennessee","white","2020",27087
"TN187","tennessee","williamson","2020",232380
"TN189","tennessee","wilson","2020",140604
"TX001","texas","anderson","2020",57917
"TX003","texas","andrews","2020",18227
"TX005","texas","angelina","2020",87119
"TX007","texas","aransas","2020",24220
"TX009","texas","archer","2020",8754
"TX011","texas","armstrong","2020",1950
"TX013","texas","atascosa","2020",50194
"TX015","texas","austin","2020",29892
"TX017","texas","bailey","2020",6916
"TX019","texas","bandera","2020",22770
"TX021","texas","bastrop","2020",86839
"TX023","texas","baylor","2020",3560
"TX025","texas","bee","2020",32609
"TX027","texas","bell","2020",355700
"TX029","texas","bexar","2020",1978826
"TX031","texas","blanco","2020",11733
"TX033","texas","borden","2020",653
"TX035","texas","bosque","2020",18428
"TX037","texas","bowie","2020",93622
"TX039","texas","brazoria","2020",368062
"TX041","texas","brazos","2020",226370
"TX043","texas","brewster","2020",9231
"TX045","texas","briscoe","2020",1348
"TX047","texas","brooks","2020",7100
"TX049","texas","brown","2020",37805
"TX051","texas","burleson","2020",18237
"TX053","texas","burnet","2020",47548
"TX055","texas","caldwell","2020",42817
"TX057","texas","calhoun","2020",21470
"TX059","texas","callahan","2020",13959
"TX061","texas","cameron","2020",422135
"TX063","texas","camp","2020",12938
"TX065","texas","carson","2020",5957
"TX067","texas","cass","2020",30002
"TX069","texas","castro","2020",7561
"TX071","texas","chambers","2020",42571
"TX073","texas","cherokee","2020",52341
"TX075","texas","childress","2020",7219
"TX077","texas","clay","2020",10444
"TX079","texas","cochran","2020",2860
"TX081","texas","coke","2020",3298
"TX083","texas","coleman","2020",8281
"TX085","texas","collin","2020",1006038
"TX087","texas","collingsworth","2020",2939
"TX089","texas","colorado","2020",21357
"TX091","texas","comal","2020",148921
"TX093","texas","comanche","2020",13597
"TX095","texas","concho","2020",3018
"TX097","texas","cooke","2020",40428
"TX099","texas","coryell","2020",75576
"TX101","texas","cottle","2020",1624
"TX103","texas","crane","2020",4739
"TX105","texas","crockett","2020",3393
"TX107","texas","crosby","2020",5753
"TX109","texas","culberson","2020",2183
"TX111","texas","dallam","2020",7272
"TX113","texas","dallas","2020",2622634
"TX115","texas","dawson","2020",12849
"TX117","texas","deaf smith","2020",18617
"TX119","texas","delta","2020",5277
"TX121","texas","denton","2020",861690
"TX123","texas","dewitt","2020",20217
"TX125","texas","dickens","2020",2182
"TX127","texas","dimmit","2020",10232
"TX129","texas","donley","2020",3317
"TX131","texas","duval","2020",11194
"TX133","texas","eastland","2020",18289
"TX135","texas","ector","2020",162067
"TX137","texas","edwards","2020",1944
"TX139","texas","ellis","2020",179484
"TX141","texas","el paso","2020",836915
"TX143","texas","erath","2020",42226
"TX145","texas","falls","2020",17281
"TX147","texas","fannin","2020",35046
"TX149","texas","fayette","2020",25247
"TX151","texas","fisher","2020",3827
"TX153","texas","floyd","2020",5782
"TX155","texas","foard","2020",1207
"TX157","texas","fort bend","2020",790892
"TX159","texas","franklin","2020",10767
"TX161","texas","freestone","2020",19744
"TX163","texas","frio","2020",20013
"TX165","texas","gaines","2020",21077
"TX167","texas","galveston","2020",337600
"TX169","texas","garza","2020",6028
"TX171","texas","gillespie","2020",26668
"TX173","texas","glasscock","2020",1447
"TX175","texas","goliad","2020",7578
"TX177","texas","gonzales","2020",20828
"TX179","texas","gray","2020",22063
"TX181","texas","grayson","2020",133527
"TX183","texas","gregg","2020",123633
"TX185","texas","grimes","2020",28447
"TX187","texas","guadalupe","2020",163030
"TX189","texas","hale","2020",33463
"TX191","texas","hall","2020",3025
"TX193","texas","hamilton","2020",8434
"TX195","texas","hansford","2020",5431
"TX197","texas","hardeman","2020",3958
"TX199","texas","hardin","2020",57356
"TX201","texas","harris","2020",4680609
"TX203","texas","harrison","2020",66547
"TX205","texas","hartley","2020",5588
"TX207","texas","haskell","2020",5711
"TX209","texas","hays","2020",222827
"TX211","texas","hemphill","2020",3901
"TX213","texas","henderson","2020",81969
"TX215","texas","hidalgo","2020",861137
"TX217","texas","hill","2020",36109
"TX219","texas","hockley","2020",22986
"TX221","texas","hood","2020",60025
"TX223","texas","hopkins","2020",36708
"TX225","texas","houston","2020",22942
"TX227","texas","howard","2020",36213
"TX229","texas","hudspeth","2020",4687
"TX231","texas","hunt","2020",96202
"TX233","texas","hutchinson","2020",21105
"TX235","texas","irion","2020",1553
"TX237","texas","jack","2020",8888
"TX239","texas","jackson","2020",14822
"TX241","texas","jasper","2020",35562
"TX243","texas","jeff davis","2020",2245
"TX245","texas","jefferson","2020",253136
"TX247","texas","jim hogg","2020",5187
"TX249","texas","jim wells","2020",40796
"TX251","texas","johnson","2020",171359
"TX253","texas","jones","2020",19874
"TX255","texas","karnes","2020",15547
"TX257","texas","kaufman","2020",129792
"TX259","texas","kendall","2020",45491
"TX261","texas","kenedy","2020",391
"TX263","texas","kent","2020",704
"TX265","texas","kerr","2020",52195
"TX267","texas","kimble","2020",4375
"TX269","texas","king","2020",279
"TX271","texas","kinney","2020",3674
"TX273","texas","kleberg","2020",30725
"TX275","texas","knox","2020",3679
"TX277","texas","lamar","2020",49705
"TX279","texas","lamb","2020",13018
"TX281","texas","lampasas","2020",21152
"TX283","texas","la salle","2020",7551
"TX285","texas","lavaca","2020",20072
"TX287","texas","lee","2020",17174
"TX289","texas","leon","2020",17325
"TX291","texas","liberty","2020",86173
"TX293","texas","limestone","2020",23364
"TX295","texas","lipscomb","2020",3301
"TX297","texas","live oak","2020",12175
"TX299","texas","llano","2020",21452
"TX301","texas","loving","2020",117
"TX303","texas","lubbock","2020",308392
"TX305","texas","lynn","2020",5886
"TX307","texas","mcculloch","2020",7970
"TX309","texas","mclennan","2020",254045
"TX311","texas","mcmullen","2020",724
"TX313","texas","madison","2020",14329
"TX315","texas","marion","2020",9987
"TX317","texas","martin","2020",5676
"TX319","texas","mason","2020",4248
"TX321","texas","matagorda","2020",36791
"TX323","texas","maverick","2020",58098
"TX325","texas","medina","2020",50869
"TX327","texas","menard","2020",2108
"TX329","texas","midland","2020",171238
"TX331","texas","milam","2020",24797
"TX333","texas","mills","2020",4877
"TX335","texas","mitchell","2020",8256
"TX337","texas","montague","2020",19640
"TX339","texas","montgomery","2020",590188
"TX341","texas","moore","2020",21169
"TX343","texas","morris","2020",12357
"TX345","texas","motley","2020",1362
"TX347","texas","nacogdoches","2020",65080
"TX349","texas","navarro","2020",49475
"TX351","texas","newton","2020",13788
"TX353","texas","nolan","2020",14901
"TX355","texas","nueces","2020",362151
"TX357","texas","ochiltree","2020",9907
"TX359","texas","oldham","2020",2110
"TX361","texas","orange","2020",83776
"TX363","texas","palo pinto","2020",28792
"TX365","texas","panola","2020",23186
"TX367","texas","parker","2020",138447
"TX369","texas","parmer","2020",9639
"TX371","texas","pecos","2020",15725
"TX373","texas","polk","2020",50155
"TX375","texas","potter","2020",118323
"TX377","texas","presidio","2020",6808
"TX379","texas","rains","2020",12001
"TX381","texas","randall","2020",136005
"TX383","texas","reagan","2020",3766
"TX385","texas","real","2020",3429
"TX387","texas","red river","2020",12115
"TX389","texas","reeves","2020",15546
"TX391","texas","refugio","2020",7015
"TX393","texas","roberts","2020",784
"TX395","texas","robertson","2020",17094
"TX397","texas","rockwall","2020",101175
"TX399","texas","runnels","2020",10280
"TX401","texas","rusk","2020",53988
"TX403","texas","sabine","2020",10470
"TX405","texas","san augustine","2020",8260
"TX407","texas","san jacinto","2020",28574
"TX409","texas","san patricio","2020",66969
"TX411","texas","san saba","2020",6004
"TX413","texas","schleicher","2020",2898
"TX415","texas","scurry","2020",16918
"TX417","texas","shackelford","2020",3291
"TX419","texas","shelby","2020",25263
"TX421","texas","sherman","2020",3046
"TX423","texas","smith","2020",230184
"TX425","texas","somervell","2020",8958
"TX427","texas","starr","2020",64032
"TX429","texas","stephens","2020",9358
"TX431","texas","sterling","2020",1274
"TX433","texas","stonewall","2020",1412
"TX435","texas","sutton","2020",3793
"TX437","texas","swisher","2020",7403
"TX439","texas","tarrant","2020",2077153
"TX441","texas","taylor","2020",137521
"TX443","texas","terrell","2020",903
"TX445","texas","terry","2020",12408
"TX447","texas","throckmorton","2020",1500
"TX449","texas","titus","2020",32709
"TX451","texas","tom green","2020",118645
"TX453","texas","travis","2020",1250884
"TX455","texas","trinity","2020",14689
"TX457","texas","tyler","2020",21524
"TX459","texas","upshur","2020",41386
"TX461","texas","upton","2020",3651
"TX463","texas","uvalde","2020",26899
"TX465","texas","val verde","2020",49018
"TX467","texas","van zandt","2020",55970
"TX469","texas","victoria","2020",92044
"TX471","texas","walker","2020",72295
"TX473","texas","waller","2020",53626
"TX475","texas","ward","2020",11745
"TX477","texas","washington","2020",35275
"TX479","texas","webb","2020",274847
"TX481","texas","wharton","2020",41672
"TX483","texas","wheeler","2020",5187
"TX485","texas","wichita","2020",132154
"TX487","texas","wilbarger","2020",12717
"TX489","texas","willacy","2020",21419
"TX491","texas","williamson","2020",570437
"TX493","texas","wilson","2020",50110
"TX495","texas","winkler","2020",7822
"TX497","texas","wise","2020",67884
"TX499","texas","wood","2020",45054
"TX501","texas","yoakum","2020",8612
"TX503","texas","young","2020",17961
"TX505","texas","zapata","2020",14243
"TX507","texas","zavala","2020",11930
"UT001","utah","beaver","2020",6594
"UT003","utah","box elder","2020",54953
"UT005","utah","cache","2020",126336
"UT007","utah","carbon","2020",20401
"UT009","utah","daggett","2020",590
"UT011","utah","davis","2020",350761
"UT013","utah","duchesne","2020",19950
"UT015","utah","emery","2020",10099
"UT017","utah","garfield","2020",5000
"UT019","utah","grand","2020",9698
"UT021","utah","iron","2020",53148
"UT023","utah","juab","2020",11623
"UT025","utah","kane","2020",7658
"UT027","utah","millard","2020",12963
"UT029","utah","morgan","2020",11950
"UT031","utah","piute","2020",1870
"UT033","utah","rich","2020",2415
"UT035","utah","salt lake","2020",1146215
"UT037","utah","san juan","2020",15295
"UT039","utah","sanpete","2020",30421
"UT041","utah","sevier","2020",21475
"UT043","utah","summit","2020",41680
"UT045","utah","tooele","2020",69740
"UT047","utah","uintah","2020",35736
"UT049","utah","utah","2020",621506
"UT051","utah","wasatch","2020",33053
"UT053","utah","washington","2020",172127
"UT055","utah","wayne","2020",2698
"UT057","utah","weber","2020",255284
"VT001","vermont","addison","2020",36947
"VT003","vermont","bennington","2020",35649
"VT005","vermont","caledonia","2020",30027
"VT007","vermont","chittenden","2020",163414
"VT009","vermont","essex","2020",6179
"VT011","vermont","franklin","2020",49275
"VT013","vermont","grand isle","2020",7075
"VT015","vermont","lamoille","2020",25376
"VT017","vermont","orange","2020",28873
"VT019","vermont","orleans","2020",26843
"VT021","vermont","rutland","2020",58527
"VT023","vermont","washington","2020",58336
"VT025","vermont","windham","2020",42628
"VT027","vermont","windsor","2020",55191
"VA001","virginia","accomack","2020",32560
"VA003","virginia","albemarle","2020",108819
"VA005","virginia","alleghany","2020",15030
"VA007","virginia","amelia","2020",12970
"VA009","virginia","amherst","2020",31782
"VA011","virginia","appomattox","2020",15814
"VA013","virginia","arlington","2020",236434
"VA015","virginia","augusta","2020",75754
"VA017","virginia","bath","2020",4248
"VA019","virginia","bedford","2020",78965
"VA021","virginia","bland","2020",6334
"VA023","virginia","botetourt","2020",33440
"VA025","virginia","brunswick","2020",16336
"VA027","virginia","buchanan","2020",21374
"VA029","virginia","buckingham","2020",17087
"VA031","virginia","campbell","2020",55406
"VA033","virginia","caroline","2020",30581
"VA035","virginia","carroll","2020",29911
"VA036","virginia","charles","2020",6965
"VA037","virginia","charlotte","2020",11953
"VA041","virginia","chesterfield","2020",348500
"VA043","virginia","clarke","2020",14498
"VA045","virginia","craig","2020",5103
"VA047","virginia","culpeper","2020",51935
"VA049","virginia","cumberland","2020",9869
"VA051","virginia","dickenson","2020",14524
"VA053","virginia","dinwiddie","2020",28686
"VA057","virginia","essex","2020",10960
"VA059","virginia","fairfax","2020",1149439
"VA061","virginia","fauquier","2020",70353
"VA063","virginia","floyd","2020",15766
"VA065","virginia","fluvanna","2020",26873
"VA067","virginia","franklin","2020",56231
"VA069","virginia","frederick","2020",88054
"VA071","virginia","giles","2020",16760
"VA073","virginia","gloucester","2020",37362
"VA075","virginia","goochland","2020",23472
"VA077","virginia","grayson","2020",15651
"VA079","virginia","greene","2020",19734
"VA081","virginia","greensville","2020",11403
"VA083","virginia","halifax","2020",34295
"VA085","virginia","hanover","2020",106538
"VA087","virginia","henrico","2020",330076
"VA089","virginia","henry","2020",51032
"VA091","virginia","highland","2020",2202
"VA093","virginia","isle of wight","2020",37107
"VA095","virginia","james","2020",76032
"VA097","virginia","king and queen","2020",7011
"VA099","virginia","king george","2020",26679
"VA101","virginia","king william","2020",16985
"VA103","virginia","lancaster","2020",10686
"VA105","virginia","lee","2020",23723
"VA107","virginia","loudoun","2020",405312
"VA109","virginia","louisa","2020",36654
"VA111","virginia","lunenburg","2020",12294
"VA113","virginia","madison","2020",13208
"VA115","virginia","mathews","2020",8760
"VA117","virginia","mecklenburg","2020",30726
"VA119","virginia","middlesex","2020",10642
"VA121","virginia","montgomery","2020",98495
"VA125","virginia","nelson","2020",14812
"VA127","virginia","new kent","2020",22310
"VA131","virginia","northampton","2020",11826
"VA133","virginia","northumberland","2020",12151
"VA135","virginia","nottoway","2020",15338
"VA137","virginia","orange","2020",36501
"VA139","virginia","page","2020",23862
"VA141","virginia","patrick","2020",17660
"VA143","virginia","pittsylvania","2020",60867
"VA145","virginia","powhatan","2020",29253
"VA147","virginia","prince edward","2020",22892
"VA149","virginia","prince george","2020",38292
"VA153","virginia","prince william","2020",466834
"VA155","virginia","pulaski","2020",34113
"VA157","virginia","rappahannock","2020",7360
"VA159","virginia","richmond","2020",8951
"VA161","virginia","roanoke","2020",94103
"VA163","virginia","rockbridge","2020",22728
"VA165","virginia","rockingham","2020",81138
"VA167","virginia","russell","2020",26937
"VA169","virginia","scott","2020",21761
"VA171","virginia","shenandoah","2020",43441
"VA173","virginia","smyth","2020",30539
"VA175","virginia","southampton","2020",17829
"VA177","virginia","spotsylvania","2020",134683
"VA179","virginia","stafford","2020",150185
"VA181","virginia","surry","2020",6459
"VA183","virginia","sussex","2020",11202
"VA185","virginia","tazewell","2020",41201
"VA187","virginia","warren","2020",39888
"VA191","virginia","washington","2020",54005
"VA193","virginia","westmoreland","2020",17873
"VA195","virginia","wise","2020",38032
"VA197","virginia","wythe","2020",28725
"VA199","virginia","york","2020",68389
"VA510","virginia","alexandria","2020",158309
"VA520","virginia","bristol","2020",17059
"VA530","virginia","buena vista","2020",6477
"VA540","virginia","charlottesville","2020",47217
"VA550","virginia","chesapeake","2020",242647
"VA570","virginia","colonial heights","2020",17283
"VA580","virginia","covington","2020",5653
"VA590","virginia","danville","2020",40668
"VA595","virginia","emporia","2020",5408
"VA600","virginia","fairfax","2020",23312
"VA610","virginia","falls church","2020",14309
"VA620","virginia","franklin","2020",8015
"VA630","virginia","fredericksburg","2020",29059
"VA640","virginia","galax","2020",6402
"VA650","virginia","hampton","2020",135169
"VA660","virginia","harrisonburg","2020",53558
"VA670","virginia","hopewell","2020",22500
"VA678","virginia","lexington","2020",7205
"VA680","virginia","lynchburg","2020",80970
"VA683","virginia","manassas","2020",41038
"VA685","virginia","manassas park","2020",17548
"VA690","virginia","martinsville","2020",12646
"VA700","virginia","newport news","2020",179582
"VA710","virginia","norfolk","2020",244300
"VA720","virginia","norton","2020",3969
"VA730","virginia","petersburg","2020",30791
"VA735","virginia","poquoson","2020",12121
"VA740","virginia","portsmouth","2020",94961
"VA750","virginia","radford","2020",17833
"VA760","virginia","richmond","2020",229233
"VA770","virginia","roanoke","2020",99122
"VA775","virginia","salem","2020",25290
"VA790","virginia","staunton","2020",24660
"VA800","virginia","suffolk","2020",91383
"VA810","virginia","virginia beach","2020",450882
"VA820","virginia","waynesboro","2020",22300
"VA830","virginia","williamsburg","2020",15034
"VA840","virginia","winchester","2020",27912
"WA001","washington","adams","2020",19702
"WA003","washington","asotin","2020",22636
"WA005","washington","benton","2020",200715
"WA007","washington","chelan","2020",76653
"WA009","washington","clallam","2020",76482
"WA011","washington","clark","2020",481950
"WA013","washington","columbia","2020",4024
"WA015","washington","cowlitz","2020",108399
"WA017","washington","douglas","2020",42520
"WA019","washington","ferry","2020",7643
"WA021","washington","franklin","2020",93681
"WA023","washington","garfield","2020",2258
"WA025","washington","grant","2020",96648
"WA027","washington","grays harbor","2020",73769
"WA029","washington","island","2020",84187
"WA031","washington","jefferson","2020",31825
"WA033","washington","king","2020",2225064
"WA035","washington","kitsap","2020",268945
"WA037","washington","kittitas","2020",47097
"WA039","washington","klickitat","2020",22055
"WA041","washington","lewis","2020",79430
"WA043","washington","lincoln","2020",10732
"WA045","washington","mason","2020",65326
"WA047","washington","okanogan","2020",42080
"WA049","washington","pacific","2020",22121
"WA051","washington","pend oreille","2020",13588
"WA053","washington","pierce","2020",891862
"WA055","washington","san juan","2020",16953
"WA057","washington","skagit","2020",127442
"WA059","washington","skamania","2020",11906
"WA061","washington","snohomish","2020",811572
"WA063","washington","spokane","2020",513402
"WA065","washington","stevens","2020",45233
"WA067","washington","thurston","2020",284698
"WA069","washington","wahkiakum","2020",4318
"WA071","washington","walla walla","2020",60785
"WA073","washington","whatcom","2020",224538
"WA075","washington","whitman","2020",49577
"WA077","washington","yakima","2020",250649
"WV001","west virginia","barbour","2020",16543
"WV003","west virginia","berkeley","2020",117615
"WV005","west virginia","boone","2020",21897
"WV007","west virginia","braxton","2020",14032
"WV009","west virginia","brooke","2020",22162
"WV011","west virginia","cabell","2020",93328
"WV013","west virginia","calhoun","2020",7185
"WV015","west virginia","clay","2020",8599
"WV017","west virginia","doddridge","2020",8499
"WV019","west virginia","fayette","2020",43087
"WV021","west virginia","gilmer","2020",7970
"WV023","west virginia","grant","2020",11565
"WV025","west virginia","greenbrier","2020",34893
"WV027","west virginia","hampshire","2020",23304
"WV029","west virginia","hancock","2020",29118
"WV031","west virginia","hardy","2020",13789
"WV033","west virginia","harrison","2020",67620
"WV035","west virginia","jackson","2020",28793
"WV037","west virginia","jefferson","2020",56922
"WV039","west virginia","kanawha","2020",181014
"WV041","west virginia","lewis","2020",16024
"WV043","west virginia","lincoln","2020",20617
"WV045","west virginia","logan","2020",32593
"WV047","west virginia","mcdowell","2020",18083
"WV049","west virginia","marion","2020",56233
"WV051","west virginia","marshall","2020",30900
"WV053","west virginia","mason","2020",26700
"WV055","west virginia","mercer","2020",59370
