"FIPS","State","County","Year","population"
"CO015","colorado","chaffee","2011",17707
"CO017","colorado","cheyenne","2011",2247
"CO019","colorado","clear creek","2011",9083
"CO021","colorado","conejos","2011",8228
"CO023","colorado","costilla","2011",3556
"CO025","colorado","crowley","2011",5866
"CO027","colorado","custer","2011",3853
"CO029","colorado","delta","2011",30666
"CO031","colorado","denver","2011",590507
"CO033","colorado","dolores","2011",2043
"CO035","colorado","douglas","2011",280643
"CO037","colorado","eagle","2011",51457
"CO039","colorado","elbert","2011",22859
"CO041","colorado","el paso","2011",611377
"CO043","colorado","fremont","2011",47040
"CO045","colorado","garfield","2011",55696
"CO047","colorado","gilpin","2011",5241
"CO049","colorado","grand","2011",14634
"CO051","colorado","gunnison","2011",15274
"CO053","colorado","hinsdale","2011",731
"CO055","colorado","huerfano","2011",6829
"CO057","colorado","jackson","2011",1494
"CO059","colorado","jefferson","2011",532243
"CO061","colorado","kiowa","2011",1728
"CO063","colorado","kit carson","2011",8178
"CO065","colorado","lake","2011",7010
"CO067","colorado","la plata","2011",50820
"CO069","colorado","larimer","2011",296107
"CO071","colorado","las animas","2011",15549
"CO073","colorado","lincoln","2011",5462
"CO075","colorado","logan","2011",22417
"CO077","colorado","mesa","2011",144766
"CO079","colorado","mineral","2011",723
"CO081","colorado","moffat","2011",13586
"CO083","colorado","montezuma","2011",25372
"CO085","colorado","montrose","2011",40812
"CO087","colorado","morgan","2011",27943
"CO089","colorado","otero","2011",18795
"CO091","colorado","ouray","2011",4371
"CO093","colorado","park","2011",16259
"CO095","colorado","phillips","2011",4391
"CO097","colorado","pitkin","2011",16709
"CO099","colorado","prowers","2011",12615
"CO101","colorado","pueblo","2011",157946
"CO103","colorado","rio blanco","2011",6616
"CO105","colorado","rio grande","2011",11913
"CO107","colorado","routt","2011",23201
"CO109","colorado","saguache","2011",6165
"CO111","colorado","san juan","2011",801
"CO113","colorado","san miguel","2011",7383
"CO115","colorado","sedgwick","2011",2390
"CO117","colorado","summit","2011",27496
"CO119","colorado","teller","2011",23035
"CO121","colorado","washington","2011",4709
"CO123","colorado","weld","2011",248441
"CO125","colorado","yuma","2011",9960
"CT001","connecticut","fairfield","2011",911196
"CT003","connecticut","hartford","2011",890588
"CT005","connecticut","litchfield","2011",189719
"CT007","connecticut","middlesex","2011",165274
"CT009","connecticut","new haven","2011",858759
"CT011","connecticut","new london","2011",272891
"CT013","connecticut","tolland","2011",151774
"CT015","connecticut","windham","2011",117971
"DE001","delaware","kent","2011",159936
"DE003","delaware","new castle","2011",536478
"DE005","delaware","sussex","2011",194442
"DC001","district of columbia","district of columbia","2011",593955
"FL001","florida","alachua","2011",246203
"FL003","florida","baker","2011",26863
"FL005","florida","bay","2011",167645
"FL007","florida","bradford","2011",28701
"FL009","florida","brevard","2011",542320
"FL011","florida","broward","2011",1742012
"FL013","florida","calhoun","2011",14530
"FL015","florida","charlotte","2011",160095
"FL017","florida","citrus","2011",141157
"FL019","florida","clay","2011",188890
"FL021","florida","collier","2011",320087
"FL023","florida","columbia","2011",67287
"FL027","florida","desoto","2011",34669
"FL029","florida","dixie","2011",16317
"FL031","florida","duval","2011",860479
"FL033","florida","escambia","2011",297668
"FL035","florida","flagler","2011",94431
"FL037","florida","franklin","2011",11531
"FL039","florida","gadsden","2011",46205
"FL041","florida","gilchrist","2011",16843
"FL043","florida","glades","2011",12684
"FL045","florida","gulf","2011",15878
"FL047","florida","hamilton","2011",14742
"FL049","florida","hardee","2011",27690
"FL051","florida","hendry","2011",39084
"FL053","florida","hernando","2011",172079
"FL055","florida","highlands","2011",98985
"FL057","florida","hillsborough","2011",1219331
"FL059","florida","holmes","2011",20003
"FL061","florida","indian river","2011",137004
"FL063","florida","jackson","2011",49537
"FL065","florida","jefferson","2011",14622
"FL067","florida","lafayette","2011",8627
"FL069","florida","lake","2011",295594
"FL071","florida","lee","2011",615955
"FL073","florida","leon","2011",273352
"FL075","florida","levy","2011",40556
"FL077","florida","liberty","2011",8291
"FL079","florida","madison","2011",19269
"FL081","florida","manatee","2011",321296
"FL083","florida","marion","2011",330100
"FL085","florida","martin","2011",145480
"FL086","florida","miamidade","2011",2474676
"FL087","florida","monroe","2011",73068
"FL089","florida","nassau","2011",72379
"FL091","florida","okaloosa","2011",181973
"FL093","florida","okeechobee","2011",39978
"FL095","florida","orange","2011",1133087
"FL097","florida","osceola","2011",265328
"FL099","florida","palm beach","2011",1309401
"FL101","florida","pasco","2011",461898
"FL103","florida","pinellas","2011",916806
"FL105","florida","polk","2011",598376
"FL107","florida","putnam","2011",74595
"FL109","florida","st johns","2011",186077
"FL111","florida","st lucie","2011",274693
"FL113","florida","santa rosa","2011",150073
"FL115","florida","sarasota","2011",378404
"FL117","florida","seminole","2011",419641
"FL119","florida","sumter","2011",90251
"FL121","florida","suwannee","2011",41171
"FL123","florida","taylor","2011",22382
"FL125","florida","union","2011",15484
"FL127","florida","volusia","2011",496089
"FL129","florida","wakulla","2011",30013
"FL131","florida","walton","2011",54309
"FL133","florida","washington","2011",24543
"GA001","georgia","appling","2011",18202
"GA003","georgia","atkinson","2011",8375
"GA005","georgia","bacon","2011",11075
"GA007","georgia","baker","2011",3494
"GA009","georgia","baldwin","2011",46345
"GA011","georgia","banks","2011",18074
"GA013","georgia","barrow","2011",68061
"GA015","georgia","bartow","2011",98905
"GA017","georgia","ben hill","2011",17658
"GA019","georgia","berrien","2011",18977
"GA021","georgia","bibb","2011",155186
"GA023","georgia","bleckley","2011",13095
"GA025","georgia","brantley","2011",17937
"GA027","georgia","brooks","2011",16256
"GA029","georgia","bryan","2011",29847
"GA031","georgia","bulloch","2011",69008
"GA033","georgia","burke","2011",23211
"GA035","georgia","butts","2011",23568
"GA037","georgia","calhoun","2011",6568
"GA039","georgia","camden","2011",49957
"GA043","georgia","candler","2011",10891
"GA045","georgia","carroll","2011",110292
"GA047","georgia","catoosa","2011",63643
"GA049","georgia","charlton","2011",12714
"GA051","georgia","chatham","2011",261322
"GA053","georgia","chattahoochee","2011",11686
"GA055","georgia","chattooga","2011",26001
"GA057","georgia","cherokee","2011",211316
"GA059","georgia","clarke","2011",116131
"GA061","georgia","clay","2011",3194
"GA063","georgia","clayton","2011",260756
"GA065","georgia","clinch","2011",6830
"GA067","georgia","cobb","2011",684468
"GA069","georgia","coffee","2011",42143
"GA071","georgia","colquitt","2011",45079
"GA073","georgia","columbia","2011",121335
"GA075","georgia","cook","2011",17081
"GA077","georgia","coweta","2011",124695
"GA079","georgia","crawford","2011",12751
"GA081","georgia","crisp","2011",23379
"GA083","georgia","dade","2011",16628
"GA085","georgia","dawson","2011",22121
"GA087","georgia","decatur","2011",27890
"GA089","georgia","dekalb","2011",690003
"GA091","georgia","dodge","2011",21597
"GA093","georgia","dooly","2011",14454
"GA095","georgia","dougherty","2011",94616
"GA097","georgia","douglas","2011",130473
"GA099","georgia","early","2011",11110
"GA101","georgia","echols","2011",4016
"GA103","georgia","effingham","2011",51476
"GA105","georgia","elbert","2011",20274
"GA107","georgia","emanuel","2011",22439
"GA109","georgia","evans","2011",11002
"GA111","georgia","fannin","2011",23529
"GA113","georgia","fayette","2011",106094
"GA115","georgia","floyd","2011",95978
"GA117","georgia","forsyth","2011",170815
"GA119","georgia","franklin","2011",22102
"GA121","georgia","fulton","2011",907811
"GA123","georgia","gilmer","2011",28208
"GA125","georgia","glascock","2011",3046
"GA127","georgia","glynn","2011",78736
"GA129","georgia","gordon","2011",54747
"GA131","georgia","grady","2011",24916
"GA133","georgia","greene","2011",15933
"GA135","georgia","gwinnett","2011",794872
"GA137","georgia","habersham","2011",42744
"GA139","georgia","hall","2011",178286
"GA141","georgia","hancock","2011",9615
"GA143","georgia","haralson","2011",28681
"GA145","georgia","harris","2011",31401
"GA147","georgia","hart","2011",25130
"GA149","georgia","heard","2011",11758
"GA151","georgia","henry","2011",199115
"GA153","georgia","houston","2011",137887
"GA155","georgia","irwin","2011",9625
"GA157","georgia","jackson","2011",59798
"GA159","georgia","jasper","2011",13800
"GA161","georgia","jeff davis","2011",14783
"GA163","georgia","jefferson","2011",16877
"GA165","georgia","jenkins","2011",8322
"GA167","georgia","johnson","2011",10034
"GA169","georgia","jones","2011",28488
"GA171","georgia","lamar","2011",18035
"GA173","georgia","lanier","2011",9779
"GA175","georgia","laurens","2011",48163
"GA177","georgia","lee","2011",28251
"GA179","georgia","liberty","2011",64320
"GA181","georgia","lincoln","2011",8045
"GA183","georgia","long","2011",13738
"GA185","georgia","lowndes","2011",107172
"GA187","georgia","lumpkin","2011",29419
"GA189","georgia","mcduffie","2011",21739
"GA191","georgia","mcintosh","2011",14065
"GA193","georgia","macon","2011",14560
"GA195","georgia","madison","2011",27915
"GA197","georgia","marion","2011",8536
"GA199","georgia","meriwether","2011",22213
"GA201","georgia","miller","2011",6140
"GA205","georgia","mitchell","2011",23677
"GA207","georgia","monroe","2011",26203
"GA209","georgia","montgomery","2011",9121
"GA211","georgia","morgan","2011",17876
"GA213","georgia","murray","2011",39800
"GA215","georgia","muscogee","2011",188548
"GA217","georgia","newton","2011",98864
"GA219","georgia","oconee","2011",32246
"GA221","georgia","oglethorpe","2011",14686
"GA223","georgia","paulding","2011",139067
"GA225","georgia","peach","2011",27349
"GA227","georgia","pickens","2011",29406
"GA229","georgia","pierce","2011",18457
"GA231","georgia","pike","2011",17646
"GA233","georgia","polk","2011",41233
"GA235","georgia","pulaski","2011",11732
"GA237","georgia","putnam","2011",21128
"GA239","georgia","quitman","2011",2489
"GA241","georgia","rabun","2011",16302
"GA243","georgia","randolph","2011",7678
"GA245","georgia","richmond","2011",199100
"GA247","georgia","rockdale","2011",84303
"GA249","georgia","schley","2011",4885
"GA251","georgia","screven","2011",14697
"GA253","georgia","seminole","2011",8784
"GA255","georgia","spalding","2011",63713
"GA257","georgia","stephens","2011",25964
"GA259","georgia","stewart","2011",5887
"GA261","georgia","sumter","2011",32825
"GA263","georgia","talbot","2011",6879
"GA265","georgia","taliaferro","2011",1791
"GA267","georgia","tattnall","2011",24720
"GA269","georgia","taylor","2011",8794
"GA271","georgia","telfair","2011",16177
"GA273","georgia","terrell","2011",9530
"GA275","georgia","thomas","2011",44609
"GA277","georgia","tift","2011",40204
"GA279","georgia","toombs","2011",27269
"GA281","georgia","towns","2011",10502
"GA283","georgia","treutlen","2011",6846
"GA285","georgia","troup","2011",66422
"GA287","georgia","turner","2011",8973
"GA289","georgia","twiggs","2011",9200
"GA291","georgia","union","2011",21217
"GA293","georgia","upson","2011",27235
"GA295","georgia","walker","2011",68370
"GA297","georgia","walton","2011",83003
"GA299","georgia","ware","2011",36181
"GA301","georgia","warren","2011",5873
"GA303","georgia","washington","2011",21175
"GA305","georgia","wayne","2011",29988
"GA307","georgia","webster","2011",2760
"GA309","georgia","wheeler","2011",7354
"GA311","georgia","white","2011",26840
"GA313","georgia","whitfield","2011",101234
"GA315","georgia","wilcox","2011",9131
"GA317","georgia","wilkes","2011",10485
"GA319","georgia","wilkinson","2011",9617
"GA321","georgia","worth","2011",21741
"HI001","hawaii","hawaii","2011",182997
"HI003","hawaii","honolulu","2011",944287
"HI005","hawaii","kalawao","2011",57
"HI007","hawaii","kauai","2011",66306
"HI009","hawaii","maui","2011",152907
"ID001","idaho","ada","2011",388174
"ID003","idaho","adams","2011",3980
"ID005","idaho","bannock","2011",81730
"ID007","idaho","bear lake","2011",6013
"ID009","idaho","benewah","2011",9293
"ID011","idaho","bingham","2011",45002
"ID013","idaho","blaine","2011",21354
"ID015","idaho","boise","2011",7094
"ID017","idaho","bonner","2011",40849
"ID019","idaho","bonneville","2011",102422
"ID021","idaho","boundary","2011",10845
"ID023","idaho","butte","2011",2848
"ID025","idaho","camas","2011",1235
"ID027","idaho","canyon","2011",186620
"ID029","idaho","caribou","2011",6893
"ID031","idaho","cassia","2011",22491
"ID033","idaho","clark","2011",847
"ID035","idaho","clearwater","2011",8753
"ID037","idaho","custer","2011",4313
"ID039","idaho","elmore","2011",26744
"ID041","idaho","franklin","2011",12650
"ID043","idaho","fremont","2011",13133
"ID045","idaho","gem","2011",16783
"ID047","idaho","gooding","2011",15285
"ID049","idaho","idaho","2011",16108
"ID051","idaho","jefferson","2011",25291
"ID053","idaho","jerome","2011",21794
"ID055","idaho","kootenai","2011",137178
"ID057","idaho","latah","2011",36932
"ID059","idaho","lemhi","2011",7895
"ID061","idaho","lewis","2011",3785
"ID063","idaho","lincoln","2011",5106
"ID065","idaho","madison","2011",36984
"ID067","idaho","minidoka","2011",19740
"ID069","idaho","nez perce","2011",39088
"ID071","idaho","oneida","2011",4225
"ID073","idaho","owyhee","2011",11449
"ID075","idaho","payette","2011",22596
"ID077","idaho","power","2011",7671
"ID079","idaho","shoshone","2011",12849
"ID081","idaho","teton","2011",9786
"ID083","idaho","twin falls","2011",76129
"ID085","idaho","valley","2011",9877
"ID087","idaho","washington","2011",10153
"IL001","illinois","adams","2011",67045
"IL003","illinois","alexander","2011",8314
"IL005","illinois","bond","2011",17849
"IL007","illinois","boone","2011",54084
"IL009","illinois","brown","2011",6897
"IL011","illinois","bureau","2011",34963
"IL013","illinois","calhoun","2011",5093
"IL015","illinois","carroll","2011",15474
"IL017","illinois","cass","2011",13639
"IL019","illinois","champaign","2011",199443
"IL021","illinois","christian","2011",34897
"IL023","illinois","clark","2011",16442
"IL025","illinois","clay","2011",13862
"IL027","illinois","clinton","2011",37577
"IL029","illinois","coles","2011",53684
"IL031","illinois","cook","2011",5182969
"IL033","illinois","crawford","2011",19850
"IL035","illinois","cumberland","2011",11073
"IL037","illinois","dekalb","2011",104684
"IL039","illinois","de witt","2011",16635
"IL041","illinois","douglas","2011",19958
"IL043","illinois","dupage","2011",914224
"IL045","illinois","edgar","2011",18658
"IL047","illinois","edwards","2011",6693
"IL049","illinois","effingham","2011",34229
"IL051","illinois","fayette","2011",22051
"IL053","illinois","ford","2011",14088
"IL055","illinois","franklin","2011",39540
"IL057","illinois","fulton","2011",37122
"IL059","illinois","gallatin","2011",5685
"IL061","illinois","greene","2011",13911
"IL063","illinois","grundy","2011",49460
"IL065","illinois","hamilton","2011",8441
"IL067","illinois","hancock","2011",19155
"IL069","illinois","hardin","2011",4357
"IL071","illinois","henderson","2011",7379
"IL073","illinois","henry","2011",50465
"IL075","illinois","iroquois","2011",29901
"IL077","illinois","jackson","2011",59901
"IL079","illinois","jasper","2011",9735
"IL081","illinois","jefferson","2011",39032
"IL083","illinois","jersey","2011",22972
"IL085","illinois","jo daviess","2011",22709
"IL087","illinois","johnson","2011",12666
"IL089","illinois","kane","2011",509622
"IL091","illinois","kankakee","2011",112895
"IL093","illinois","kendall","2011",110767
"IL095","illinois","knox","2011",52881
"IL097","illinois","lake","2011",700424
"IL099","illinois","lasalle","2011",113865
"IL101","illinois","lawrence","2011",16853
"IL103","illinois","lee","2011",36012
"IL105","illinois","livingston","2011",38992
"IL107","illinois","logan","2011",30353
"IL109","illinois","mcdonough","2011",32673
"IL111","illinois","mchenry","2011",307721
"IL113","illinois","mclean","2011",168234
"IL115","illinois","macon","2011",110712
"IL117","illinois","macoupin","2011",47879
"IL119","illinois","madison","2011",268473
"IL121","illinois","marion","2011",39586
"IL123","illinois","marshall","2011",12692
"IL125","illinois","mason","2011",14788
"IL127","illinois","massac","2011",15439
"IL129","illinois","menard","2011",12731
"IL131","illinois","mercer","2011",16497
"IL133","illinois","monroe","2011",32767
"IL135","illinois","montgomery","2011",30126
"IL137","illinois","morgan","2011",35673
"IL139","illinois","moultrie","2011",14773
"IL141","illinois","ogle","2011",53525
"IL143","illinois","peoria","2011",185780
"IL145","illinois","perry","2011",22403
"IL147","illinois","piatt","2011",16710
"IL149","illinois","pike","2011",16536
"IL151","illinois","pope","2011",4418
"IL153","illinois","pulaski","2011",6184
"IL155","illinois","putnam","2011",5989
"IL157","illinois","randolph","2011",33503
"IL159","illinois","richland","2011",16180
"IL161","illinois","rock island","2011",147625
"IL163","illinois","st clair","2011",268086
"IL165","illinois","saline","2011",25071
"IL167","illinois","sangamon","2011",196393
"IL169","illinois","schuyler","2011",7519
"IL171","illinois","scott","2011",5351
"IL173","illinois","shelby","2011",22330
"IL175","illinois","stark","2011",5980
"IL177","illinois","stephenson","2011",47730
"IL179","illinois","tazewell","2011",134636
"IL181","illinois","union","2011",17883
"IL183","illinois","vermilion","2011",81799
"IL185","illinois","wabash","2011",12041
"IL187","illinois","warren","2011",17740
"IL189","illinois","washington","2011",14746
"IL191","illinois","wayne","2011",16814
"IL193","illinois","white","2011",14747
"IL195","illinois","whiteside","2011",58622
"IL197","illinois","will","2011",674166
"IL199","illinois","williamson","2011",66025
"IL201","illinois","winnebago","2011",294893
"IL203","illinois","woodford","2011",38523
"IN001","indiana","adams","2011",34263
"IN003","indiana","allen","2011",353721
"IN005","indiana","bartholomew","2011",76536
"IN007","indiana","benton","2011",8815
"IN009","indiana","blackford","2011",12848
"IN011","indiana","boone","2011",55730
"IN013","indiana","brown","2011",15227
"IN015","indiana","carroll","2011",20106
"IN017","indiana","cass","2011",38971
"IN019","indiana","clark","2011",108864
"IN021","indiana","clay","2011",26947
"IN023","indiana","clinton","2011",33228
"IN025","indiana","crawford","2011",10755
"IN027","indiana","daviess","2011",31347
"IN029","indiana","dearborn","2011",49825
"IN031","indiana","decatur","2011",25682
"IN033","indiana","dekalb","2011",42136
"IN035","indiana","delaware","2011",117413
"IN037","indiana","dubois","2011",41933
"IN039","indiana","elkhart","2011",197614
"IN041","indiana","fayette","2011",24325
"IN043","indiana","floyd","2011",74112
"IN045","indiana","fountain","2011",17282
"IN047","indiana","franklin","2011",23183
"IN049","indiana","fulton","2011",20745
"IN051","indiana","gibson","2011",33405
"IN053","indiana","grant","2011",70051
"IN055","indiana","greene","2011",33014
"IN057","indiana","hamilton","2011",268871
"IN059","indiana","hancock","2011",69035
"IN061","indiana","harrison","2011",38927
"IN063","indiana","hendricks","2011",143153
"IN065","indiana","henry","2011",49105
"IN067","indiana","howard","2011",83094
"IN069","indiana","huntington","2011",37242
"IN071","indiana","jackson","2011",42150
"IN073","indiana","jasper","2011",33254
"IN075","indiana","jay","2011",21392
"IN077","indiana","jefferson","2011",32380
"IN079","indiana","jennings","2011",28441
"IN081","indiana","johnson","2011",138227
"IN083","indiana","knox","2011",38446
"IN085","indiana","kosciusko","2011",77174
"IN087","indiana","lagrange","2011",37152
"IN089","indiana","lake","2011",495272
"IN091","indiana","laporte","2011",111286
"IN093","indiana","lawrence","2011",46203
"IN095","indiana","madison","2011",131445
"IN097","indiana","marion","2011",897515
"IN099","indiana","marshall","2011",47016
"IN101","indiana","martin","2011",10321
"IN103","indiana","miami","2011",37078
"IN105","indiana","monroe","2011",136278
"IN107","indiana","montgomery","2011",38220
"IN109","indiana","morgan","2011",68894
"IN111","indiana","newton","2011",14270
"IN113","indiana","noble","2011",47522
"IN115","indiana","ohio","2011",6074
"IN117","indiana","orange","2011",19881
"IN119","indiana","owen","2011",21665
"IN121","indiana","parke","2011",17368
"IN123","indiana","perry","2011",19350
"IN125","indiana","pike","2011",12901
"IN127","indiana","porter","2011",163406
"IN129","indiana","posey","2011",25973
"IN131","indiana","pulaski","2011",13529
"IN133","indiana","putnam","2011",38082
"IN135","indiana","randolph","2011",26205
"IN137","indiana","ripley","2011",28657
"IN139","indiana","rush","2011",17481
"IN141","indiana","st joseph","2011",266740
"IN143","indiana","scott","2011",24112
"IN145","indiana","shelby","2011",44337
"IN147","indiana","spencer","2011",20978
"IN149","indiana","starke","2011",23311
"IN151","indiana","steuben","2011",34084
"IN153","indiana","sullivan","2011",21484
"IN155","indiana","switzerland","2011",10479
"IN157","indiana","tippecanoe","2011",170965
"IN159","indiana","tipton","2011",16023
"IN161","indiana","union","2011",7481
"IN163","indiana","vanderburgh","2011",178985
"IN165","indiana","vermillion","2011",16345
"IN167","indiana","vigo","2011",107472
"IN169","indiana","wabash","2011",33019
"IN171","indiana","warren","2011",8525
"IN173","indiana","warrick","2011",59104
"IN175","indiana","washington","2011",28221
"IN177","indiana","wayne","2011",68990
"IN179","indiana","wells","2011",27720
"IN181","indiana","white","2011",24714
"IN183","indiana","whitley","2011",33152
"IA001","iowa","adair","2011",7699
"IA003","iowa","adams","2011",4085
"IA005","iowa","allamakee","2011",14309
"IA007","iowa","appanoose","2011",12926
"IA009","iowa","audubon","2011",6141
"IA011","iowa","benton","2011",26089
"IA013","iowa","black hawk","2011",130060
"IA015","iowa","boone","2011",26380
"IA017","iowa","bremer","2011",24231
"IA019","iowa","buchanan","2011",21022
"IA021","iowa","buena vista","2011",20078
"IA023","iowa","butler","2011",14893
"IA025","iowa","calhoun","2011",9754
"IA027","iowa","carroll","2011",20809
"IA029","iowa","cass","2011",13928
"IA031","iowa","cedar","2011",18427
"IA033","iowa","cerro gordo","2011",44206
"IA035","iowa","cherokee","2011",12060
"IA037","iowa","chickasaw","2011",12470
"IA039","iowa","clarke","2011",9251
"IA041","iowa","clay","2011",16674
"IA043","iowa","clayton","2011",18150
"IA045","iowa","clinton","2011",49185
"IA047","iowa","crawford","2011",17035
"IA049","iowa","dallas","2011",64383
"IA051","iowa","davis","2011",8723
"IA053","iowa","decatur","2011",8451
"IA055","iowa","delaware","2011",17804
"IA057","iowa","des moines","2011",40255
"IA059","iowa","dickinson","2011",16712
"IA061","iowa","dubuque","2011",93227
"IA063","iowa","emmet","2011",10323
"IA065","iowa","fayette","2011",20938
"IA067","iowa","floyd","2011",16292
"IA069","iowa","franklin","2011",10705
"IA071","iowa","fremont","2011",7476
"IA073","iowa","greene","2011",9382
"IA075","iowa","grundy","2011",12407
"IA077","iowa","guthrie","2011",10991
"IA079","iowa","hamilton","2011",15755
"IA081","iowa","hancock","2011",11416
"IA083","iowa","hardin","2011",17595
"IA085","iowa","harrison","2011",14969
"IA087","iowa","henry","2011",20257
"IA089","iowa","howard","2011",9591
"IA091","iowa","humboldt","2011",9860
"IA093","iowa","ida","2011",7139
"IA095","iowa","iowa","2011",16342
"IA097","iowa","jackson","2011",19884
"IA099","iowa","jasper","2011",36902
"IA101","iowa","jefferson","2011",16721
"IA103","iowa","johnson","2011",129159
"IA105","iowa","jones","2011",20699
"IA107","iowa","keokuk","2011",10548
"IA109","iowa","kossuth","2011",15622
"IA111","iowa","lee","2011",35854
"IA113","iowa","linn","2011",210011
"IA115","iowa","louisa","2011",11576
"IA117","iowa","lucas","2011",9021
"IA119","iowa","lyon","2011",11579
"IA121","iowa","madison","2011",15591
"IA123","iowa","mahaska","2011",22433
"IA125","iowa","marion","2011",33372
"IA127","iowa","marshall","2011",40398
"IA129","iowa","mills","2011",15112
"IA131","iowa","mitchell","2011",10794
"IA133","iowa","monona","2011",9299
"IA135","iowa","monroe","2011",7949
"IA137","iowa","montgomery","2011",10792
"IA139","iowa","muscatine","2011",42634
"IA141","iowa","obrien","2011",14352
"IA143","iowa","osceola","2011",6506
"IA145","iowa","page","2011",16029
"IA147","iowa","palo alto","2011",9478
"IA149","iowa","plymouth","2011",24915
"IA151","iowa","pocahontas","2011",7407
"IA153","iowa","polk","2011",425582
"IA155","iowa","pottawattamie","2011",92464
"IA157","iowa","poweshiek","2011",18965
"IA159","iowa","ringgold","2011",5148
"IA161","iowa","sac","2011",10388
"IA163","iowa","scott","2011",163667
"IA165","iowa","shelby","2011",12242
"IA167","iowa","sioux","2011",33545
"IA169","iowa","story","2011",88577
"IA171","iowa","tama","2011",17864
"IA173","iowa","taylor","2011",6354
"IA175","iowa","union","2011",12471
"IA177","iowa","van buren","2011",7617
"IA179","iowa","wapello","2011",35473
"IA181","iowa","warren","2011",45859
"IA183","iowa","washington","2011",21707
"IA185","iowa","wayne","2011",6372
"IA187","iowa","webster","2011",38105
"IA189","iowa","winnebago","2011",10892
"IA191","iowa","winneshiek","2011",21033
"IA193","iowa","woodbury","2011",101566
"IA195","iowa","worth","2011",7605
"IA197","iowa","wright","2011",13278
"KS001","kansas","allen","2011",13411
"KS003","kansas","anderson","2011",8093
"KS005","kansas","atchison","2011",16867
"KS007","kansas","barber","2011",4877
"KS009","kansas","barton","2011",27572
"KS011","kansas","bourbon","2011",15095
"KS013","kansas","brown","2011",10000
"KS015","kansas","butler","2011",65307
"KS017","kansas","chase","2011",2808
"KS019","kansas","chautauqua","2011",3685
"KS021","kansas","cherokee","2011",21646
"KS023","kansas","cheyenne","2011",2755
"KS025","kansas","clark","2011",2179
"KS027","kansas","clay","2011",8555
"KS029","kansas","cloud","2011",9501
"KS031","kansas","coffey","2011",8562
"KS033","kansas","comanche","2011",1903
"KS035","kansas","cowley","2011",36237
"KS037","kansas","crawford","2011",39051
"KS039","kansas","decatur","2011",2975
"KS041","kansas","dickinson","2011",19713
"KS043","kansas","doniphan","2011",7959
"KS045","kansas","douglas","2011",110075
"KS047","kansas","edwards","2011",3041
"KS049","kansas","elk","2011",2899
"KS051","kansas","ellis","2011",28253
"KS053","kansas","ellsworth","2011",6481
"KS055","kansas","finney","2011",36297
"KS057","kansas","ford","2011",33232
"KS059","kansas","franklin","2011",25882
"KS061","kansas","geary","2011",32081
"KS063","kansas","gove","2011",2695
"KS065","kansas","graham","2011",2643
"KS067","kansas","grant","2011",7795
"KS069","kansas","gray","2011",5923
"KS071","kansas","greeley","2011",1232
"KS073","kansas","greenwood","2011",6764
"KS075","kansas","hamilton","2011",2662
"KS077","kansas","harper","2011",6022
"KS079","kansas","harvey","2011",34392
"KS081","kansas","haskell","2011",4217
"KS083","kansas","hodgeman","2011",1944
"KS085","kansas","jackson","2011",13374
"KS087","kansas","jefferson","2011",19046
"KS089","kansas","jewell","2011",3117
"KS091","kansas","johnson","2011",538836
"KS093","kansas","kearny","2011",3951
"KS095","kansas","kingman","2011",7897
"KS097","kansas","kiowa","2011",2572
"KS099","kansas","labette","2011",21710
"KS101","kansas","lane","2011",1511
"KS103","kansas","leavenworth","2011",75500
"KS105","kansas","lincoln","2011",3279
"KS107","kansas","linn","2011",9702
"KS109","kansas","logan","2011",2772
"KS111","kansas","lyon","2011",34561
"KS113","kansas","mcpherson","2011",29190
"KS115","kansas","marion","2011",12639
"KS117","kansas","marshall","2011",10111
"KS119","kansas","meade","2011",4523
"KS121","kansas","miami","2011",32419
"KS123","kansas","mitchell","2011",6365
"KS125","kansas","montgomery","2011",35383
"KS127","kansas","morris","2011",5937
"KS129","kansas","morton","2011",3228
"KS131","kansas","nemaha","2011",10206
"KS133","kansas","neosho","2011",16536
"KS135","kansas","ness","2011",3118
"KS137","kansas","norton","2011",5668
"KS139","kansas","osage","2011",16360
"KS141","kansas","osborne","2011",3878
"KS143","kansas","ottawa","2011",6114
"KS145","kansas","pawnee","2011",6942
"KS147","kansas","phillips","2011",5597
"KS149","kansas","pottawatomie","2011",21223
"KS151","kansas","pratt","2011",9675
"KS153","kansas","rawlins","2011",2565
"KS155","kansas","reno","2011",64207
"KS157","kansas","republic","2011",5019
"KS159","kansas","rice","2011",10102
"KS161","kansas","riley","2011",70249
"KS163","kansas","rooks","2011",5213
"KS165","kansas","rush","2011",3279
"KS167","kansas","russell","2011",6926
"KS169","kansas","saline","2011",55258
"KS171","kansas","scott","2011",5071
"KS173","kansas","sedgwick","2011",491988
"KS175","kansas","seward","2011",22802
"KS177","kansas","shawnee","2011",176723
"KS179","kansas","sheridan","2011",2572
"KS181","kansas","sherman","2011",6019
"KS183","kansas","smith","2011",3893
"KS185","kansas","stafford","2011",4416
"KS187","kansas","stanton","2011",2204
"KS189","kansas","stevens","2011",5558
"KS191","kansas","sumner","2011",24115
"KS193","kansas","thomas","2011",7809
"KS195","kansas","trego","2011",2965
"KS197","kansas","wabaunsee","2011",7041
"KS199","kansas","wallace","2011",1499
"KS201","kansas","washington","2011",5830
"KS203","kansas","wichita","2011",2243
"KS205","kansas","wilson","2011",9512
