"Notes","County","County Code","Year","Year Code","Cause of death","Cause of death Code",Deaths,Population,Crude Rate
,"Morgan County, AL","01103","2006","2006","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",11,115491,Unreliable
,"Morgan County, AL","01103","2007","2007","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",12,116397,Unreliable
,"Morgan County, AL","01103","2008","2008","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",16,117694,Unreliable
,"Morgan County, AL","01103","2009","2009","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",18,118954,Unreliable
,"Shelby County, AL","01117","2006","2006","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",13,178841,Unreliable
,"Shelby County, AL","01117","2007","2007","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",14,183491,Unreliable
,"Shelby County, AL","01117","2007","2007","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",11,183491,Unreliable
,"Shelby County, AL","01117","2008","2008","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",25,188534,13.3
,"Shelby County, AL","01117","2009","2009","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",11,192708,Unreliable
,"Shelby County, AL","01117","2009","2009","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",16,192708,Unreliable
,"Tuscaloosa County, AL","01125","2006","2006","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",16,181383,Unreliable
,"Tuscaloosa County, AL","01125","2007","2007","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",11,184350,Unreliable
,"Tuscaloosa County, AL","01125","2007","2007","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",15,184350,Unreliable
,"Tuscaloosa County, AL","01125","2008","2008","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",13,188093,Unreliable
,"Tuscaloosa County, AL","01125","2008","2008","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",18,188093,Unreliable
,"Tuscaloosa County, AL","01125","2009","2009","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",24,192792,12.4
,"Walker County, AL","01127","2007","2007","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",16,67695,Unreliable
,"Walker County, AL","01127","2008","2008","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",31,67835,45.7
,"Walker County, AL","01127","2009","2009","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",29,67347,43.1
,"Apache County, AZ","04001","2007","2007","Accidental poisoning by and exposure to alcohol","X45",11,69602,Unreliable
,"Apache County, AZ","04001","2008","2008","Accidental poisoning by and exposure to alcohol","X45",14,69883,Unreliable
,"Apache County, AZ","04001","2009","2009","Accidental poisoning by and exposure to alcohol","X45",10,71008,Unreliable
,"Maricopa County, AZ","04013","2005","2005","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41",55,3538988,1.6
,"Maricopa County, AZ","04013","2005","2005","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",173,3538988,4.9
,"Maricopa County, AZ","04013","2005","2005","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",117,3538988,3.3
,"Maricopa County, AZ","04013","2005","2005","Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X61",19,3538988,Unreliable
,"Maricopa County, AZ","04013","2005","2005","Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X62",14,3538988,Unreliable
,"Maricopa County, AZ","04013","2005","2005","Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X64",33,3538988,0.9
,"Maricopa County, AZ","04013","2005","2005","Intentional self-poisoning by and exposure to other gases and vapours","X67",14,3538988,Unreliable
,"Maricopa County, AZ","04013","2006","2006","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41",56,3642884,1.5
,"Maricopa County, AZ","04013","2006","2006","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",208,3642884,5.7
,"Maricopa County, AZ","04013","2006","2006","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",132,3642884,3.6
,"Maricopa County, AZ","04013","2006","2006","Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X61",20,3642884,0.5
,"Maricopa County, AZ","04013","2006","2006","Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X62",21,3642884,0.6
,"Maricopa County, AZ","04013","2006","2006","Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X64",39,3642884,1.1
,"Maricopa County, AZ","04013","2006","2006","Intentional self-poisoning by and exposure to other gases and vapours","X67",19,3642884,Unreliable
,"Maricopa County, AZ","04013","2007","2007","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41",60,3711954,1.6
,"Maricopa County, AZ","04013","2007","2007","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",200,3711954,5.4
,"Maricopa County, AZ","04013","2007","2007","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",149,3711954,4.0
,"Maricopa County, AZ","04013","2007","2007","Accidental poisoning by and exposure to alcohol","X45",19,3711954,Unreliable
,"Maricopa County, AZ","04013","2007","2007","Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X61",21,3711954,0.6
,"Maricopa County, AZ","04013","2007","2007","Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X62",19,3711954,Unreliable
,"Maricopa County, AZ","04013","2007","2007","Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X64",73,3711954,2.0
,"Maricopa County, AZ","04013","2007","2007","Intentional self-poisoning by and exposure to other gases and vapours","X67",25,3711954,0.7
,"Maricopa County, AZ","04013","2008","2008","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41",48,3771061,1.3
,"Maricopa County, AZ","04013","2008","2008","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",163,3771061,4.3
,"Maricopa County, AZ","04013","2008","2008","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",192,3771061,5.1
,"Maricopa County, AZ","04013","2008","2008","Accidental poisoning by and exposure to alcohol","X45",30,3771061,0.8
,"Maricopa County, AZ","04013","2008","2008","Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X61",14,3771061,Unreliable
,"Maricopa County, AZ","04013","2008","2008","Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X62",10,3771061,Unreliable
,"Maricopa County, AZ","04013","2008","2008","Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X64",60,3771061,1.6
,"Maricopa County, AZ","04013","2008","2008","Intentional self-poisoning by and exposure to other gases and vapours","X67",22,3771061,0.6
,"Maricopa County, AZ","04013","2009","2009","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41",47,3803779,1.2
,"Maricopa County, AZ","04013","2009","2009","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",150,3803779,3.9
,"Maricopa County, AZ","04013","2009","2009","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",232,3803779,6.1
,"Maricopa County, AZ","04013","2009","2009","Accidental poisoning by and exposure to alcohol","X45",33,3803779,0.9
,"Maricopa County, AZ","04013","2009","2009","Accidental poisoning by and exposure to other gases and vapours","X47",10,3803779,Unreliable
,"Maricopa County, AZ","04013","2009","2009","Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X61",15,3803779,Unreliable
,"Maricopa County, AZ","04013","2009","2009","Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X62",10,3803779,Unreliable
,"Maricopa County, AZ","04013","2009","2009","Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X64",57,3803779,1.5
,"Maricopa County, AZ","04013","2009","2009","Intentional self-poisoning by and exposure to other gases and vapours","X67",16,3803779,Unreliable
,"Mohave County, AZ","04015","2007","2007","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",10,199760,Unreliable
,"Mohave County, AZ","04015","2008","2008","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",19,200078,Unreliable
,"Mohave County, AZ","04015","2009","2009","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",29,199696,14.5
,"Pima County, AZ","04019","2005","2005","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41",15,920298,Unreliable
,"Pima County, AZ","04019","2005","2005","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",92,920298,10.0
,"Pima County, AZ","04019","2005","2005","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",38,920298,4.1
,"Pima County, AZ","04019","2006","2006","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",107,940930,11.4
,"Pima County, AZ","04019","2006","2006","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",41,940930,4.4
,"Pima County, AZ","04019","2006","2006","Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X64",10,940930,Unreliable
,"Pima County, AZ","04019","2007","2007","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",72,955869,7.5
,"Pima County, AZ","04019","2007","2007","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",55,955869,5.8
,"Pima County, AZ","04019","2007","2007","Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X64",13,955869,Unreliable
,"Pima County, AZ","04019","2008","2008","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41",12,967778,Unreliable
,"Pima County, AZ","04019","2008","2008","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",50,967778,5.2
,"Pima County, AZ","04019","2008","2008","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",28,967778,2.9
,"Pima County, AZ","04019","2008","2008","Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X64",12,967778,Unreliable
,"Pima County, AZ","04019","2009","2009","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",96,975580,9.8
,"Pima County, AZ","04019","2009","2009","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",37,975580,3.8
,"Pima County, AZ","04019","2009","2009","Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X62",10,975580,Unreliable
,"Pima County, AZ","04019","2009","2009","Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X64",16,975580,Unreliable
,"Pinal County, AZ","04021","2007","2007","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",11,306174,Unreliable
,"Pinal County, AZ","04021","2007","2007","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",15,306174,Unreliable
,"Pinal County, AZ","04021","2008","2008","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",12,335311,Unreliable
,"Pinal County, AZ","04021","2009","2009","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",17,349830,Unreliable
,"Yavapai County, AZ","04025","2007","2007","Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X64",10,208773,Unreliable
,"Yavapai County, AZ","04025","2008","2008","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",14,211211,Unreliable
,"Yavapai County, AZ","04025","2009","2009","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",13,211172,Unreliable
,"Yavapai County, AZ","04025","2009","2009","Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X64",11,211172,Unreliable
,"Yuma County, AZ","04027","2007","2007","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",15,187357,Unreliable
,"Yuma County, AZ","04027","2009","2009","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",14,193714,Unreliable
,"Benton County, AR","05007","2008","2008","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",11,210807,Unreliable
,"Benton County, AR","05007","2009","2009","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",12,216620,Unreliable
,"Craighead County, AR","05031","2008","2008","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",13,93316,Unreliable
,"Craighead County, AR","05031","2009","2009","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",19,95482,Unreliable
,"Pulaski County, AR","05119","2008","2008","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",13,376567,Unreliable
,"Pulaski County, AR","05119","2009","2009","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",21,380053,5.5
,"Saline County, AR","05125","2008","2008","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",10,102599,Unreliable
,"Sebastian County, AR","05131","2007","2007","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",10,122946,Unreliable
,"Sebastian County, AR","05131","2008","2008","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",12,123762,Unreliable
,"Sebastian County, AR","05131","2009","2009","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",11,125116,Unreliable
,"Alameda County, CA","06001","2005","2005","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41",21,1441545,1.5
,"Alameda County, CA","06001","2005","2005","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",27,1441545,1.9
,"Alameda County, CA","06001","2005","2005","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",84,1441545,5.8
,"Alameda County, CA","06001","2005","2005","Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X64",22,1441545,1.5
,"Alameda County, CA","06001","2006","2006","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41",19,1444484,Unreliable
,"Alameda County, CA","06001","2006","2006","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",39,1444484,2.7
,"Alameda County, CA","06001","2006","2006","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",83,1444484,5.7
,"Alameda County, CA","06001","2006","2006","Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X64",11,1444484,Unreliable
,"Alameda County, CA","06001","2007","2007","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41",17,1455715,Unreliable
,"Alameda County, CA","06001","2007","2007","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",44,1455715,3.0
,"Alameda County, CA","06001","2007","2007","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",99,1455715,6.8
,"Alameda County, CA","06001","2007","2007","Accidental poisoning by and exposure to alcohol","X45",13,1455715,Unreliable
,"Alameda County, CA","06001","2007","2007","Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X64",18,1455715,Unreliable
,"Alameda County, CA","06001","2008","2008","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41",15,1477208,Unreliable
,"Alameda County, CA","06001","2008","2008","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",32,1477208,2.2
,"Alameda County, CA","06001","2008","2008","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",88,1477208,6.0
,"Alameda County, CA","06001","2008","2008","Accidental poisoning by and exposure to alcohol","X45",14,1477208,Unreliable
,"Alameda County, CA","06001","2008","2008","Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X64",18,1477208,Unreliable
,"Alameda County, CA","06001","2009","2009","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41",13,1498539,Unreliable
,"Alameda County, CA","06001","2009","2009","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",31,1498539,2.1
,"Alameda County, CA","06001","2009","2009","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",73,1498539,4.9
,"Alameda County, CA","06001","2009","2009","Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X64",21,1498539,1.4
,"Amador County, CA","06005","2009","2009","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",10,38238,Unreliable
,"Butte County, CA","06007","2005","2005","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",17,214752,Unreliable
,"Butte County, CA","06007","2006","2006","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41",10,216824,Unreliable
,"Butte County, CA","06007","2006","2006","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",13,216824,Unreliable
,"Butte County, CA","06007","2006","2006","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",22,216824,10.1
,"Butte County, CA","06007","2007","2007","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",18,217469,Unreliable
,"Butte County, CA","06007","2007","2007","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",33,217469,15.2
,"Butte County, CA","06007","2008","2008","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",11,219034,Unreliable
,"Butte County, CA","06007","2008","2008","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",40,219034,18.3
,"Butte County, CA","06007","2009","2009","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",11,219777,Unreliable
,"Butte County, CA","06007","2009","2009","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",36,219777,16.4
,"Contra Costa County, CA","06013","2005","2005","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41",24,999013,2.4
,"Contra Costa County, CA","06013","2005","2005","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",33,999013,3.3
,"Contra Costa County, CA","06013","2005","2005","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",33,999013,3.3
,"Contra Costa County, CA","06013","2006","2006","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",23,1000834,2.3
,"Contra Costa County, CA","06013","2006","2006","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",26,1000834,2.6
,"Contra Costa County, CA","06013","2007","2007","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41",18,1009152,Unreliable
,"Contra Costa County, CA","06013","2007","2007","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",34,1009152,3.4
,"Contra Costa County, CA","06013","2007","2007","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",23,1009152,2.3
,"Contra Costa County, CA","06013","2007","2007","Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X64",10,1009152,Unreliable
,"Contra Costa County, CA","06013","2008","2008","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41",16,1023344,Unreliable
,"Contra Costa County, CA","06013","2008","2008","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",32,1023344,3.1
,"Contra Costa County, CA","06013","2008","2008","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",36,1023344,3.5
,"Contra Costa County, CA","06013","2008","2008","Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X64",20,1023344,2.0
,"Contra Costa County, CA","06013","2009","2009","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41",21,1037890,2.0
,"Contra Costa County, CA","06013","2009","2009","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",30,1037890,2.9
,"Contra Costa County, CA","06013","2009","2009","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",28,1037890,2.7
,"El Dorado County, CA","06017","2006","2006","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",10,176773,Unreliable
,"El Dorado County, CA","06017","2007","2007","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",14,177694,Unreliable
,"El Dorado County, CA","06017","2007","2007","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",15,177694,Unreliable
,"El Dorado County, CA","06017","2008","2008","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",18,179150,Unreliable
,"El Dorado County, CA","06017","2008","2008","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",10,179150,Unreliable
