"Notes","County","County Code","Year","Year Code","Cause of death","Cause of death Code",Deaths,Population,Crude Rate
,"Essex County, MA","25009","2007","2007","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",27,730664,3.7
,"Essex County, MA","25009","2008","2008","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",49,734361,6.7
,"Essex County, MA","25009","2008","2008","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",17,734361,Unreliable
,"Essex County, MA","25009","2009","2009","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",52,739086,7.0
,"Essex County, MA","25009","2009","2009","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",24,739086,3.2
,"Hampden County, MA","25013","2005","2005","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",35,461147,7.6
,"Hampden County, MA","25013","2006","2006","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",42,461408,9.1
,"Hampden County, MA","25013","2007","2007","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",40,461434,8.7
,"Hampden County, MA","25013","2007","2007","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",16,461434,Unreliable
,"Hampden County, MA","25013","2008","2008","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",41,462053,8.9
,"Hampden County, MA","25013","2009","2009","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",38,462777,8.2
,"Hampshire County, MA","25015","2007","2007","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",10,156842,Unreliable
,"Hampshire County, MA","25015","2009","2009","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",10,157910,Unreliable
,"Middlesex County, MA","25017","2005","2005","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",106,1454868,7.3
,"Middlesex County, MA","25017","2006","2006","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41",12,1456528,Unreliable
,"Middlesex County, MA","25017","2006","2006","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",104,1456528,7.1
,"Middlesex County, MA","25017","2006","2006","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",20,1456528,1.4
,"Middlesex County, MA","25017","2006","2006","Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X64",15,1456528,Unreliable
,"Middlesex County, MA","25017","2007","2007","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41",12,1463106,Unreliable
,"Middlesex County, MA","25017","2007","2007","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",85,1463106,5.8
,"Middlesex County, MA","25017","2007","2007","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",38,1463106,2.6
,"Middlesex County, MA","25017","2007","2007","Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X64",12,1463106,Unreliable
,"Middlesex County, MA","25017","2008","2008","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",85,1477049,5.8
,"Middlesex County, MA","25017","2008","2008","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",34,1477049,2.3
,"Middlesex County, MA","25017","2008","2008","Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X64",12,1477049,Unreliable
,"Middlesex County, MA","25017","2009","2009","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",86,1494764,5.8
,"Middlesex County, MA","25017","2009","2009","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",40,1494764,2.7
,"Middlesex County, MA","25017","2009","2009","Accidental poisoning by and exposure to alcohol","X45",13,1494764,Unreliable
,"Norfolk County, MA","25021","2005","2005","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",55,651538,8.4
,"Norfolk County, MA","25021","2006","2006","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",49,653421,7.5
,"Norfolk County, MA","25021","2006","2006","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",13,653421,Unreliable
,"Norfolk County, MA","25021","2007","2007","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",43,656582,6.5
,"Norfolk County, MA","25021","2007","2007","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",15,656582,Unreliable
,"Norfolk County, MA","25021","2008","2008","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",49,661703,7.4
,"Norfolk County, MA","25021","2008","2008","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",20,661703,3.0
,"Norfolk County, MA","25021","2009","2009","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",53,666301,8.0
,"Norfolk County, MA","25021","2009","2009","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",14,666301,Unreliable
,"Plymouth County, MA","25023","2005","2005","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",40,486292,8.2
,"Plymouth County, MA","25023","2006","2006","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",44,486779,9.0
,"Plymouth County, MA","25023","2007","2007","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",46,488251,9.4
,"Plymouth County, MA","25023","2007","2007","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",14,488251,Unreliable
,"Plymouth County, MA","25023","2008","2008","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",31,490371,6.3
,"Plymouth County, MA","25023","2008","2008","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",18,490371,Unreliable
,"Plymouth County, MA","25023","2009","2009","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",40,492738,8.1
,"Plymouth County, MA","25023","2009","2009","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",10,492738,Unreliable
,"Suffolk County, MA","25025","2005","2005","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",76,686600,11.1
,"Suffolk County, MA","25025","2006","2006","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",112,687192,16.3
,"Suffolk County, MA","25025","2006","2006","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",24,687192,3.5
,"Suffolk County, MA","25025","2007","2007","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",86,693368,12.4
,"Suffolk County, MA","25025","2007","2007","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",34,693368,4.9
,"Suffolk County, MA","25025","2008","2008","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",67,702201,9.5
,"Suffolk County, MA","25025","2008","2008","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",12,702201,Unreliable
,"Suffolk County, MA","25025","2009","2009","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",88,716214,12.3
,"Suffolk County, MA","25025","2009","2009","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",21,716214,2.9
,"Suffolk County, MA","25025","2009","2009","Accidental poisoning by and exposure to alcohol","X45",12,716214,Unreliable
,"Worcester County, MA","25027","2005","2005","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",53,781265,6.8
,"Worcester County, MA","25027","2006","2006","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41",11,785345,Unreliable
,"Worcester County, MA","25027","2006","2006","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",69,785345,8.8
,"Worcester County, MA","25027","2006","2006","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",20,785345,2.5
,"Worcester County, MA","25027","2007","2007","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",54,788280,6.9
,"Worcester County, MA","25027","2007","2007","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",17,788280,Unreliable
,"Worcester County, MA","25027","2008","2008","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",60,790847,7.6
,"Worcester County, MA","25027","2008","2008","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",21,790847,2.7
,"Worcester County, MA","25027","2009","2009","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",51,795251,6.4
,"Worcester County, MA","25027","2009","2009","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",11,795251,Unreliable
,"Allegan County, MI","26005","2007","2007","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",10,111427,Unreliable
,"Berrien County, MI","26021","2006","2006","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",17,157537,Unreliable
,"Berrien County, MI","26021","2007","2007","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",12,157378,Unreliable
,"Berrien County, MI","26021","2008","2008","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",12,157380,Unreliable
,"Berrien County, MI","26021","2009","2009","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",11,157059,Unreliable
,"Calhoun County, MI","26025","2005","2005","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",10,138946,Unreliable
,"Calhoun County, MI","26025","2006","2006","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",17,138291,Unreliable
,"Calhoun County, MI","26025","2007","2007","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",17,137582,Unreliable
,"Calhoun County, MI","26025","2008","2008","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",15,137313,Unreliable
,"Calhoun County, MI","26025","2009","2009","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",27,136301,19.8
,"Genesee County, MI","26049","2007","2007","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",11,438109,Unreliable
,"Genesee County, MI","26049","2008","2008","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",47,433082,10.9
,"Genesee County, MI","26049","2008","2008","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",11,433082,Unreliable
,"Genesee County, MI","26049","2009","2009","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",61,427989,14.3
,"Ingham County, MI","26065","2005","2005","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",14,282970,Unreliable
,"Ingham County, MI","26065","2006","2006","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",12,282104,Unreliable
,"Ingham County, MI","26065","2007","2007","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",12,281706,Unreliable
,"Ingham County, MI","26065","2007","2007","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",10,281706,Unreliable
,"Ingham County, MI","26065","2008","2008","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",10,281315,Unreliable
,"Ingham County, MI","26065","2009","2009","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",11,280889,Unreliable
,"Ingham County, MI","26065","2009","2009","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",15,280889,Unreliable
,"Kalamazoo County, MI","26077","2005","2005","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",11,243259,Unreliable
,"Kalamazoo County, MI","26077","2006","2006","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",12,244178,Unreliable
,"Kalamazoo County, MI","26077","2006","2006","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",16,244178,Unreliable
,"Kalamazoo County, MI","26077","2009","2009","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",13,249023,Unreliable
,"Kent County, MI","26081","2005","2005","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",31,592210,5.2
,"Kent County, MI","26081","2006","2006","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",37,595191,6.2
,"Kent County, MI","26081","2007","2007","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",43,598077,7.2
,"Kent County, MI","26081","2008","2008","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",34,599234,5.7
,"Kent County, MI","26081","2008","2008","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",11,599234,Unreliable
,"Kent County, MI","26081","2008","2008","Accidental poisoning by and exposure to alcohol","X45",12,599234,Unreliable
,"Kent County, MI","26081","2009","2009","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",38,601437,6.3
,"Livingston County, MI","26093","2006","2006","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",12,181620,Unreliable
,"Livingston County, MI","26093","2007","2007","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",11,181903,Unreliable
,"Livingston County, MI","26093","2008","2008","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",12,181171,Unreliable
,"Macomb County, MI","26099","2005","2005","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",43,828765,5.2
,"Macomb County, MI","26099","2005","2005","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",45,828765,5.4
,"Macomb County, MI","26099","2005","2005","Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X64",13,828765,Unreliable
,"Macomb County, MI","26099","2006","2006","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",50,833328,6.0
,"Macomb County, MI","26099","2006","2006","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",59,833328,7.1
,"Macomb County, MI","26099","2007","2007","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",60,835703,7.2
,"Macomb County, MI","26099","2007","2007","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",65,835703,7.8
,"Macomb County, MI","26099","2007","2007","Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X64",19,835703,Unreliable
,"Macomb County, MI","26099","2008","2008","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",74,837857,8.8
,"Macomb County, MI","26099","2008","2008","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",55,837857,6.6
,"Macomb County, MI","26099","2008","2008","Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X64",15,837857,Unreliable
,"Macomb County, MI","26099","2009","2009","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",81,839435,9.6
,"Macomb County, MI","26099","2009","2009","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",67,839435,8.0
,"Macomb County, MI","26099","2009","2009","Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X64",15,839435,Unreliable
,"Monroe County, MI","26115","2005","2005","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",11,152374,Unreliable
,"Monroe County, MI","26115","2006","2006","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",10,153460,Unreliable
,"Monroe County, MI","26115","2007","2007","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",13,153424,Unreliable
,"Monroe County, MI","26115","2007","2007","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",14,153424,Unreliable
,"Monroe County, MI","26115","2008","2008","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",15,152806,Unreliable
,"Monroe County, MI","26115","2009","2009","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",10,152296,Unreliable
,"Muskegon County, MI","26121","2006","2006","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",11,173710,Unreliable
,"Muskegon County, MI","26121","2007","2007","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",15,173738,Unreliable
,"Muskegon County, MI","26121","2007","2007","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",10,173738,Unreliable
,"Muskegon County, MI","26121","2009","2009","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",11,172755,Unreliable
,"Oakland County, MI","26125","2005","2005","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",16,1203253,Unreliable
,"Oakland County, MI","26125","2005","2005","Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X64",11,1203253,Unreliable
,"Oakland County, MI","26125","2005","2005","Intentional self-poisoning by and exposure to other gases and vapours","X67",14,1203253,Unreliable
,"Oakland County, MI","26125","2006","2006","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",14,1202256,Unreliable
,"Oakland County, MI","26125","2006","2006","Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X64",22,1202256,1.8
,"Oakland County, MI","26125","2006","2006","Intentional self-poisoning by and exposure to other gases and vapours","X67",10,1202256,Unreliable
,"Oakland County, MI","26125","2007","2007","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",11,1199862,Unreliable
,"Oakland County, MI","26125","2007","2007","Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X64",17,1199862,Unreliable
,"Oakland County, MI","26125","2008","2008","Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X64",17,1199545,Unreliable
,"Oakland County, MI","26125","2009","2009","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",14,1200890,Unreliable
,"Oakland County, MI","26125","2009","2009","Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X64",23,1200890,1.9
,"St. Clair County, MI","26147","2008","2008","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",12,165959,Unreliable
,"St. Clair County, MI","26147","2009","2009","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",16,164011,Unreliable
,"St. Clair County, MI","26147","2009","2009","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",18,164011,Unreliable
,"Shiawassee County, MI","26155","2008","2008","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",11,71523,Unreliable
,"Shiawassee County, MI","26155","2009","2009","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",11,70710,Unreliable
,"Van Buren County, MI","26159","2008","2008","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",10,76501,Unreliable
,"Washtenaw County, MI","26161","2009","2009","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",10,343520,Unreliable
,"Wayne County, MI","26163","2005","2005","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",139,1960263,7.1
,"Wayne County, MI","26163","2005","2005","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",63,1960263,3.2
,"Wayne County, MI","26163","2005","2005","Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X64",19,1960263,Unreliable
,"Wayne County, MI","26163","2005","2005","Intentional self-poisoning by and exposure to other gases and vapours","X67",12,1960263,Unreliable
,"Wayne County, MI","26163","2006","2006","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",205,1932490,10.6
,"Wayne County, MI","26163","2006","2006","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",76,1932490,3.9
,"Wayne County, MI","26163","2006","2006","Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X64",12,1932490,Unreliable
,"Wayne County, MI","26163","2006","2006","Intentional self-poisoning by and exposure to other gases and vapours","X67",10,1932490,Unreliable
,"Wayne County, MI","26163","2007","2007","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41",11,1900992,Unreliable
,"Wayne County, MI","26163","2007","2007","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",136,1900992,7.2
,"Wayne County, MI","26163","2007","2007","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",103,1900992,5.4
,"Wayne County, MI","26163","2008","2008","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",140,1865058,7.5
,"Wayne County, MI","26163","2008","2008","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",74,1865058,4.0
,"Wayne County, MI","26163","2008","2008","Accidental poisoning by and exposure to alcohol","X45",15,1865058,Unreliable
,"Wayne County, MI","26163","2008","2008","Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X64",18,1865058,Unreliable
,"Wayne County, MI","26163","2009","2009","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",180,1837536,9.8
,"Wayne County, MI","26163","2009","2009","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",83,1837536,4.5
,"Wayne County, MI","26163","2009","2009","Accidental poisoning by and exposure to alcohol","X45",14,1837536,Unreliable
,"Wayne County, MI","26163","2009","2009","Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X64",15,1837536,Unreliable
,"Anoka County, MN","27003","2007","2007","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",13,325767,Unreliable
,"Anoka County, MN","27003","2008","2008","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",10,327427,Unreliable
,"Anoka County, MN","27003","2009","2009","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",12,329635,Unreliable
,"Hennepin County, MN","27053","2005","2005","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",37,1117015,3.3
,"Hennepin County, MN","27053","2005","2005","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",15,1117015,Unreliable
,"Hennepin County, MN","27053","2005","2005","Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X64",13,1117015,Unreliable
,"Hennepin County, MN","27053","2005","2005","Intentional self-poisoning by and exposure to other gases and vapours","X67",10,1117015,Unreliable
,"Hennepin County, MN","27053","2006","2006","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",41,1119507,3.7
,"Hennepin County, MN","27053","2006","2006","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",13,1119507,Unreliable
,"Hennepin County, MN","27053","2006","2006","Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X64",11,1119507,Unreliable
,"Hennepin County, MN","27053","2006","2006","Intentional self-poisoning by and exposure to other gases and vapours","X67",11,1119507,Unreliable
,"Hennepin County, MN","27053","2007","2007","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",57,1126585,5.1
,"Hennepin County, MN","27053","2007","2007","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",15,1126585,Unreliable
,"Hennepin County, MN","27053","2008","2008","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",61,1135173,5.4
,"Hennepin County, MN","27053","2008","2008","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",14,1135173,Unreliable
,"Hennepin County, MN","27053","2008","2008","Accidental poisoning by and exposure to alcohol","X45",20,1135173,1.8
,"Hennepin County, MN","27053","2009","2009","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",56,1146721,4.9
,"Hennepin County, MN","27053","2009","2009","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",19,1146721,Unreliable
,"Hennepin County, MN","27053","2009","2009","Accidental poisoning by and exposure to alcohol","X45",18,1146721,Unreliable
,"Ramsey County, MN","27123","2005","2005","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",22,497560,4.4
,"Ramsey County, MN","27123","2005","2005","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",17,497560,Unreliable
,"Ramsey County, MN","27123","2006","2006","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",16,497158,Unreliable
,"Ramsey County, MN","27123","2006","2006","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",11,497158,Unreliable
,"Ramsey County, MN","27123","2006","2006","Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X64",10,497158,Unreliable
,"Ramsey County, MN","27123","2007","2007","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",20,499605,4.0
,"Ramsey County, MN","27123","2007","2007","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",20,499605,4.0
,"Ramsey County, MN","27123","2008","2008","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",17,502890,Unreliable
,"Ramsey County, MN","27123","2008","2008","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",18,502890,Unreliable
,"Ramsey County, MN","27123","2009","2009","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",16,506590,Unreliable
,"Ramsey County, MN","27123","2009","2009","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",15,506590,Unreliable
,"St. Louis County, MN","27137","2009","2009","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",11,200198,Unreliable
,"St. Louis County, MN","27137","2009","2009","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",11,200198,Unreliable
,"Washington County, MN","27163","2009","2009","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",10,235684,Unreliable
